id_station,date,t(t-r),n,kp,RRR,T,Td,sss
30514,2020-01-03 00:00:00,-25.72000000000001,0.0,0.0,0.2,-8.0375,-11.2375,24.0
30514,2020-01-04 00:00:00,44.1946875,0.0,0.0,0.0,4.425,-5.5625,
30514,2020-01-05 00:00:00,62.45250000000001,0.0,0.0,0.0,9.4625,2.8625,
30514,2020-01-06 00:00:00,34.43125,0.0,34.43125,6.0,9.8375,6.3375,
30514,2020-01-07 00:00:00,319.3328125,1.0,353.7640625,0.0,24.875,12.0375,
30514,2020-01-08 00:00:00,87.94703125000005,2.0,441.71109375,0.0,18.6625,13.95,
30514,2020-01-09 00:00:00,81.44296875,3.0,523.1540625,0.0,15.1875,9.825,
30514,2020-01-10 00:00:00,7.68703125,4.0,530.84109375,0.0,0.8624999999999999,-8.05,
30514,2020-01-11 00:00:00,-51.41765624999999,5.0,479.4234375,0.0,-8.5875,-14.575,
30514,2020-01-12 00:00:00,-31.61125000000001,6.0,447.8121875000001,0.0,-12.1,-14.7125,5.0
30514,2020-02-03 00:00:00,-34.21875,7.0,413.5934375000001,0.2,-13.6875,-16.1875,25.0
30514,2020-02-04 00:00:00,35.10968750000001,8.0,448.70312500000006,0.0,3.5375,-6.3875,
30514,2020-02-05 00:00:00,74.27328125,0.0,74.27328125,5.0,9.5375,1.75,
30514,2020-02-06 00:00:00,96.51015625,1.0,170.7834375,0.0,11.7875,3.6,
30514,2020-02-07 00:00:00,210.213125,2.0,380.9965625,0.0,23.4875,14.5375,
30514,2020-02-08 00:00:00,38.7125,0.0,38.7125,10.0,16.3,13.925,
30514,2020-02-09 00:00:00,80.575625,1.0,119.288125,0.0,15.275,10.0,
30514,2020-02-10 00:00:00,6.233593750000001,2.0,125.52171875,0.0,0.9875,-5.325,
30514,2020-02-11 00:00:00,-31.7203125,3.0,93.80140625,0.0,-6.3125,-11.3375,
30514,2020-02-12 00:00:00,-32.09109375000001,4.0,61.71031249999999,0.3,-11.5125,-14.3,5.0
30514,2020-02-26 00:00:00,-25.47999999999999,5.0,36.2303125,0.0,-14.700000000000001,-16.433333333333334,
30514,2020-02-27 00:00:00,-19.88687500000001,6.0,16.343437499999983,0.0,-16.925,-18.1,23.0
30514,2020-02-28 00:00:00,-40.37343749999997,7.0,-24.02999999999999,0.0,-19.9375,-21.9625,23.0
30514,2020-02-29 00:00:00,-37.4953125,8.0,-61.5253125,0.3,-10.525,-14.0875,23.0
30514,2020-03-03 00:00:00,-54.23906249999997,9.0,-115.76437499999996,0.0,-14.9625,-18.5875,25.0
30514,2020-03-04 00:00:00,30.910937500000003,10.0,-84.85343749999997,0.0,3.3875,-5.7375,
30514,2020-03-05 00:00:00,78.08874999999999,0.0,78.08874999999999,3.0,8.95,0.2250000000000001,
30514,2020-03-06 00:00:00,63.10625,1.0,141.195,0.0,10.975,5.225,
30514,2020-03-07 00:00:00,305.0400000000001,2.0,446.23500000000007,0.0,24.6,12.2,
30514,2020-03-08 00:00:00,149.24437500000002,3.0,595.4793750000001,0.0,20.55,13.2875,
30514,2020-03-09 00:00:00,72.65625,0.0,72.65625,5.0,15.625,10.975,
30514,2020-03-10 00:00:00,12.7725,1.0,85.42875,0.0,1.6375,-6.1625,
30514,2020-03-11 00:00:00,-7.68015625,2.0,77.74859375,0.0,-2.4875,-5.575,
30514,2020-03-12 00:00:00,-45.89312500000001,3.0,31.855468749999982,0.0,-18.925,-21.35,5.0
30514,2020-03-13 00:00:00,-5.1,4.0,26.755468749999984,0.3,-1.7,-4.7,24.0
30514,2020-03-14 00:00:00,6.3578125000000005,5.0,33.113281249999986,0.3,1.625,-2.2875,24.0
30514,2020-03-15 00:00:00,-0.2859374999999998,6.0,32.82734374999998,0.0,-0.07499999999999996,-3.8875,17.0
30514,2020-03-16 00:00:00,8.45109375,7.0,41.27843749999998,0.0,1.5125,-4.075,14.0
30514,2020-03-17 00:00:00,12.5221875,8.0,53.80062499999998,0.0,1.425,-7.3625,13.0
30514,2020-03-18 00:00:00,-36.90453125,9.0,16.896093749999984,0.0,-5.0125,-12.375,11.0
30514,2020-03-19 00:00:00,-12.402499999999998,10.0,4.493593749999986,0.8,-2.05,-8.1,12.0
30514,2020-03-20 00:00:00,-16.309375000000003,11.0,-11.815781250000017,0.0,-4.25,-8.0875,9.0
30514,2020-03-21 00:00:00,-0.2578125000000006,12.0,-12.073593750000017,0.0,-0.03750000000000009,-6.9125,11.0
30514,2020-03-22 00:00:00,13.820624999999998,13.0,1.7470312499999814,0.0,2.025,-4.8,9.0
30514,2020-03-23 00:00:00,21.34,14.0,23.08703124999998,0.0,2.2,-7.5,4.0
30514,2020-03-24 00:00:00,-35.614687499999995,15.0,-12.527656250000014,0.0,-4.725,-12.2625,2.0
30514,2020-03-25 00:00:00,-83.91953125,16.0,-96.4471875,0.0,-10.1875,-18.425,2.0
30514,2020-03-26 00:00:00,-23.75625,17.0,-120.2034375,0.4,-6.7875,-10.2875,
30514,2020-03-27 00:00:00,-23.612812500000004,18.0,-143.81625000000005,0.0,-3.5375,-10.2125,2.0
30514,2020-03-28 00:00:00,-3.0750000000000006,19.0,-146.89125,0.0,-0.30000000000000004,-10.55,
30514,2020-03-29 00:00:00,-5.02296875,20.0,-151.91421875,0.0,-0.7625,-7.35,
30514,2020-03-30 00:00:00,-4.1015625,21.0,-156.01578125,0.0,-0.525,-8.3375,
30514,2020-03-31 00:00:00,44.43875,22.0,-111.57703125,0.0,3.65,-8.525,
30514,2020-04-03 00:00:00,-42.255468750000006,23.0,-153.8325,0.0,-7.5625,-13.15,24.0
30514,2020-04-04 00:00:00,24.5421875,24.0,-129.2903125,0.0,3.475,-3.5875,
30514,2020-04-05 00:00:00,88.10437500000002,25.0,-41.18593749999998,0.0,8.512500000000001,-1.8375000000000001,
30514,2020-04-06 00:00:00,128.57171875,0.0,128.57171875,5.0,13.5875,4.125,
30514,2020-04-07 00:00:00,269.89375,1.0,398.46546875,0.0,24.875,14.025,
30514,2020-04-08 00:00:00,157.98469387755102,2.0,556.450162627551,0.0,19.642857142857142,11.6,
30514,2020-04-09 00:00:00,110.52937500000004,3.0,666.979537627551,0.0,17.475,11.15,
30514,2020-04-10 00:00:00,28.698125,4.0,695.6776626275511,0.0,3.65,-4.2125,
30514,2020-04-11 00:00:00,-4.679999999999999,0.0,-4.679999999999999,3.0,-1.95,-4.35,5.0
30514,2020-04-12 00:00:00,-62.779687499999966,1.0,-67.45968749999996,0.0,-22.125,-24.9625,5.0
30514,2020-04-13 00:00:00,26.4825,2.0,-40.97718749999996,0.0,2.475,-8.225,
30514,2020-04-14 00:00:00,35.303125,3.0,-5.674062499999955,0.0,3.25,-7.612500000000001,
30514,2020-04-15 00:00:00,64.42625,4.0,58.75218750000004,0.0,4.975,-7.975,
30514,2020-04-16 00:00:00,70.2525,5.0,129.00468750000005,0.0,5.8,-6.3125,
30514,2020-04-17 00:00:00,29.497959183673476,6.0,158.50264668367353,0.9,5.214285714285714,-0.4428571428571429,
30514,2020-04-18 00:00:00,28.89375,7.0,187.39639668367357,0.0,3.45,-4.925,
30514,2020-04-19 00:00:00,7.85625,8.0,195.25264668367356,0.0,0.5,-15.2125,
