id_station,date,time,datetime,sss,RRR,T,Td,t(t-r),n,kp
29894,2020-12-31 00:00:00,20:00,2020-12-31 20:00:00,,,,-28.6,-125.05000000000003,22.0,-1847.20375
29894,2020-12-31 00:00:00,14:00,2020-12-31 14:00:00,,,-20.5,-24.6,-125.05000000000003,22.0,-1847.20375
29894,2020-12-30 00:00:00,20:00,2020-12-30 20:00:00,,0.0,-16.1,-26.6,-152.67375000000004,21.0,-1722.15375
29894,2020-12-30 00:00:00,14:00,2020-12-30 14:00:00,,,-15.7,-24.9,-152.67375000000004,21.0,-1722.15375
29894,2020-12-30 00:00:00,08:00,2020-12-30 08:00:00,,0.0,-21.0,-27.7,-152.67375000000004,21.0,-1722.15375
29894,2020-12-30 00:00:00,02:00,2020-12-30 02:00:00,,,-21.0,-27.7,-152.67375000000004,21.0,-1722.15375
29894,2020-12-29 00:00:00,20:00,2020-12-29 20:00:00,,0.0,-21.7,-28.3,-137.390625,20.0,-1569.4799999999998
29894,2020-12-29 00:00:00,14:00,2020-12-29 14:00:00,,,-22.4,-29.0,-137.390625,20.0,-1569.4799999999998
29894,2020-12-29 00:00:00,08:00,2020-12-29 08:00:00,,0.0,-27.0,-31.7,-137.390625,20.0,-1569.4799999999998
29894,2020-12-29 00:00:00,02:00,2020-12-29 02:00:00,,,-26.6,-31.2,-137.390625,20.0,-1569.4799999999998
29894,2020-12-28 00:00:00,20:00,2020-12-28 20:00:00,,0.0,-23.7,-29.4,-90.95625,19.0,-1432.0893749999998
29894,2020-12-28 00:00:00,14:00,2020-12-28 14:00:00,,,-24.6,-29.4,-90.95625,19.0,-1432.0893749999998
29894,2020-12-28 00:00:00,08:00,2020-12-28 08:00:00,,0.0,-30.5,-32.4,-90.95625,19.0,-1432.0893749999998
29894,2020-12-28 00:00:00,02:00,2020-12-28 02:00:00,,,-29.0,-30.1,-90.95625,19.0,-1432.0893749999998
29894,2020-12-27 00:00:00,20:00,2020-12-27 20:00:00,,0.0,-24.4,-26.9,-49.52062499999993,18.0,-1341.1331249999998
29894,2020-12-27 00:00:00,14:00,2020-12-27 14:00:00,,,-24.8,-26.6,-49.52062499999993,18.0,-1341.1331249999998
29894,2020-12-27 00:00:00,08:00,2020-12-27 08:00:00,,0.0,-27.7,-28.7,-49.52062499999993,18.0,-1341.1331249999998
29894,2020-12-27 00:00:00,02:00,2020-12-27 02:00:00,,,-26.0,-28.4,-49.52062499999993,18.0,-1341.1331249999998
29894,2020-12-26 00:00:00,20:00,2020-12-26 20:00:00,,0.0,-20.0,-28.9,-149.44500000000002,17.0,-1291.6125
29894,2020-12-26 00:00:00,14:00,2020-12-26 14:00:00,,,-15.3,-23.4,-149.44500000000002,17.0,-1291.6125
29894,2020-12-26 00:00:00,08:00,2020-12-26 08:00:00,,0.0,-17.0,-26.1,-149.44500000000002,17.0,-1291.6125
29894,2020-12-26 00:00:00,02:00,2020-12-26 02:00:00,,,-12.5,-23.3,-149.44500000000002,17.0,-1291.6125
29894,2020-12-25 00:00:00,20:00,2020-12-25 20:00:00,,0.0,-5.8,-15.4,-66.91749999999999,16.0,-1142.1675
29894,2020-12-25 00:00:00,14:00,2020-12-25 14:00:00,,,-4.7,-14.6,-66.91749999999999,16.0,-1142.1675
29894,2020-12-25 00:00:00,08:00,2020-12-25 08:00:00,,0.0,-8.4,-16.7,-66.91749999999999,16.0,-1142.1675
29894,2020-12-25 00:00:00,02:00,2020-12-25 02:00:00,,,-9.5,-19.4,-66.91749999999999,16.0,-1142.1675
29894,2020-12-24 00:00:00,20:00,2020-12-24 20:00:00,,0.0,-15.6,-17.5,-98.93437500000002,15.0,-1075.25
29894,2020-12-24 00:00:00,14:00,2020-12-24 14:00:00,,,-11.2,-20.8,-98.93437500000002,15.0,-1075.25
29894,2020-12-24 00:00:00,08:00,2020-12-24 08:00:00,,0.0,-11.1,-20.7,-98.93437500000002,15.0,-1075.25
29894,2020-12-24 00:00:00,02:00,2020-12-24 02:00:00,,,-14.0,-23.4,-98.93437500000002,15.0,-1075.25
29894,2020-12-23 00:00:00,20:00,2020-12-23 20:00:00,,0.0,-14.5,-25.2,-132.21,14.0,-976.315625
29894,2020-12-23 00:00:00,14:00,2020-12-23 14:00:00,,,-10.6,-21.6,-132.21,14.0,-976.315625
29894,2020-12-23 00:00:00,08:00,2020-12-23 08:00:00,,0.0,-11.5,-22.4,-132.21,14.0,-976.315625
29894,2020-12-23 00:00:00,02:00,2020-12-23 02:00:00,,,-10.2,-22.8,-132.21,14.0,-976.315625
29894,2020-12-22 00:00:00,20:00,2020-12-22 20:00:00,,0.0,-11.3,-20.9,-94.365,13.0,-844.1056249999999
29894,2020-12-22 00:00:00,14:00,2020-12-22 14:00:00,,,-9.9,-21.0,-94.365,13.0,-844.1056249999999
29894,2020-12-22 00:00:00,08:00,2020-12-22 08:00:00,,0.0,-10.5,-20.2,-94.365,13.0,-844.1056249999999
29894,2020-12-22 00:00:00,02:00,2020-12-22 02:00:00,,,-14.9,-16.9,-94.365,13.0,-844.1056249999999
29894,2020-12-21 00:00:00,20:00,2020-12-21 20:00:00,,0.0,-12.8,-19.0,-62.229375000000005,12.0,-749.7406249999999
29894,2020-12-21 00:00:00,14:00,2020-12-21 14:00:00,,,-6.5,-13.6,-62.229375000000005,12.0,-749.7406249999999
29894,2020-12-21 00:00:00,08:00,2020-12-21 08:00:00,,0.0,-9.9,-15.8,-62.229375000000005,12.0,-749.7406249999999
29894,2020-12-21 00:00:00,02:00,2020-12-21 02:00:00,,,-4.1,-14.8,-62.229375000000005,12.0,-749.7406249999999
29894,2020-12-20 00:00:00,20:00,2020-12-20 20:00:00,,0.0,-3.0,-15.2,-24.903749999999995,11.0,-687.5112499999999
29894,2020-12-20 00:00:00,14:00,2020-12-20 14:00:00,,,-0.6,-12.7,-24.903749999999995,11.0,-687.5112499999999
29894,2020-12-20 00:00:00,08:00,2020-12-20 08:00:00,,0.0,-2.6,-13.1,-24.903749999999995,11.0,-687.5112499999999
29894,2020-12-20 00:00:00,02:00,2020-12-20 02:00:00,,,-2.5,-13.5,-24.903749999999995,11.0,-687.5112499999999
29894,2020-12-19 00:00:00,20:00,2020-12-19 20:00:00,,0.0,-2.9,-13.7,-41.41125,10.0,-662.6075
29894,2020-12-19 00:00:00,14:00,2020-12-19 14:00:00,,,-2.4,-13.3,-41.41125,10.0,-662.6075
29894,2020-12-19 00:00:00,08:00,2020-12-19 08:00:00,,0.0,-5.3,-15.1,-41.41125,10.0,-662.6075
29894,2020-12-19 00:00:00,02:00,2020-12-19 02:00:00,,,-5.6,-15.0,-41.41125,10.0,-662.6075
29894,2020-12-18 00:00:00,20:00,2020-12-18 20:00:00,,0.0,-5.7,-16.5,-64.511875,9.0,-621.19625
29894,2020-12-18 00:00:00,14:00,2020-12-18 14:00:00,,,-4.5,-16.9,-64.511875,9.0,-621.19625
29894,2020-12-18 00:00:00,08:00,2020-12-18 08:00:00,,0.0,-5.6,-17.0,-64.511875,9.0,-621.19625
29894,2020-12-18 00:00:00,02:00,2020-12-18 02:00:00,,,-7.5,-17.2,-64.511875,9.0,-621.19625
29894,2020-12-17 00:00:00,20:00,2020-12-17 20:00:00,,0.0,-10.4,-18.8,-63.02374999999995,8.0,-556.6843749999999
29894,2020-12-17 00:00:00,14:00,2020-12-17 14:00:00,,,-20.1,-22.0,-63.02374999999995,8.0,-556.6843749999999
29894,2020-12-17 00:00:00,08:00,2020-12-17 08:00:00,Менее 0.5,0.0,-25.1,-26.3,-63.02374999999995,8.0,-556.6843749999999
29894,2020-12-17 00:00:00,02:00,2020-12-17 02:00:00,,,-23.8,-25.0,-63.02374999999995,8.0,-556.6843749999999
29894,2020-12-16 00:00:00,20:00,2020-12-16 20:00:00,,0.2,-13.4,-15.4,-63.087500000000006,7.0,-493.660625
29894,2020-12-16 00:00:00,14:00,2020-12-16 14:00:00,,,-9.0,-15.1,-63.087500000000006,7.0,-493.660625
29894,2020-12-16 00:00:00,08:00,2020-12-16 08:00:00,,0.0,-13.3,-17.6,-63.087500000000006,7.0,-493.660625
29894,2020-12-16 00:00:00,02:00,2020-12-16 02:00:00,,,-5.5,-17.6,-63.087500000000006,7.0,-493.660625
29894,2020-12-15 00:00:00,20:00,2020-12-15 20:00:00,,0.0,-5.2,-16.9,-78.45499999999998,6.0,-430.57312499999995
29894,2020-12-15 00:00:00,14:00,2020-12-15 14:00:00,,,-5.0,-17.3,-78.45499999999998,6.0,-430.57312499999995
29894,2020-12-15 00:00:00,08:00,2020-12-15 08:00:00,Снежный покров не постоянный.,0.0,-7.6,-18.1,-78.45499999999998,6.0,-430.57312499999995
29894,2020-12-15 00:00:00,02:00,2020-12-15 02:00:00,,,-10.6,-20.3,-78.45499999999998,6.0,-430.57312499999995
29894,2020-12-14 00:00:00,20:00,2020-12-14 20:00:00,,0.0,-10.2,-21.2,-101.32499999999999,5.0,-352.11812499999996
29894,2020-12-14 00:00:00,14:00,2020-12-14 14:00:00,,,-8.9,-19.8,-101.32499999999999,5.0,-352.11812499999996
29894,2020-12-14 00:00:00,08:00,2020-12-14 08:00:00,Снежный покров не постоянный.,0.0,-10.9,-19.3,-101.32499999999999,5.0,-352.11812499999996
29894,2020-12-14 00:00:00,02:00,2020-12-14 02:00:00,,,-12.0,-20.3,-101.32499999999999,5.0,-352.11812499999996
29894,2020-12-13 00:00:00,20:00,2020-12-13 20:00:00,,0.0,-12.6,-20.9,-109.19812499999999,4.0,-250.79312499999997
29894,2020-12-13 00:00:00,14:00,2020-12-13 14:00:00,,,-13.6,-20.7,-109.19812499999999,4.0,-250.79312499999997
29894,2020-12-13 00:00:00,08:00,2020-12-13 08:00:00,Снежный покров не постоянный.,,-24.9,-28.1,-109.19812499999999,4.0,-250.79312499999997
29894,2020-12-13 00:00:00,02:00,2020-12-13 02:00:00,,,-20.8,-26.5,-109.19812499999999,4.0,-250.79312499999997
29894,2020-12-12 00:00:00,20:00,2020-12-12 20:00:00,,0.0,-15.8,-26.3,-150.00812499999998,3.0,-141.595
29894,2020-12-12 00:00:00,14:00,2020-12-12 14:00:00,,,-13.0,-23.8,-150.00812499999998,3.0,-141.595
29894,2020-12-12 00:00:00,08:00,2020-12-12 08:00:00,Снежный покров не постоянный.,0.0,-19.5,-26.3,-150.00812499999998,3.0,-141.595
29894,2020-12-12 00:00:00,02:00,2020-12-12 02:00:00,,,-13.4,-24.2,-150.00812499999998,3.0,-141.595
29894,2020-11-12 00:00:00,20:00,2020-11-12 20:00:00,,0.0,-12.6,-22.1,-111.09187499999999,6.0,67.21437499999996
29894,2020-11-12 00:00:00,14:00,2020-11-12 14:00:00,,,-13.0,-20.2,-111.09187499999999,6.0,67.21437499999996
29894,2020-11-12 00:00:00,08:00,2020-11-12 08:00:00,Снежный покров не постоянный.,0.0,-14.3,-22.5,-111.09187499999999,6.0,67.21437499999996
29894,2020-11-12 00:00:00,02:00,2020-11-12 02:00:00,,,-13.8,-22.0,-111.09187499999999,6.0,67.21437499999996
29894,2020-10-12 00:00:00,20:00,2020-10-12 20:00:00,,0.0,-12.4,-23.2,-151.6275,3.0,-150.82125
29894,2020-10-12 00:00:00,14:00,2020-10-12 14:00:00,,,-14.0,-23.4,-151.6275,3.0,-150.82125
29894,2020-10-12 00:00:00,08:00,2020-10-12 08:00:00,Снежный покров не постоянный.,0.0,-17.6,-26.7,-151.6275,3.0,-150.82125
29894,2020-10-12 00:00:00,02:00,2020-10-12 02:00:00,,,-14.6,-26.7,-151.6275,3.0,-150.82125
29894,2020-09-12 00:00:00,20:00,2020-09-12 20:00:00,,0.0,-13.0,-25.3,-113.57125000000002,2.0,-38.46000000000002
29894,2020-09-12 00:00:00,14:00,2020-09-12 14:00:00,,,-8.6,-21.9,-113.57125000000002,2.0,-38.46000000000002
29894,2020-09-12 00:00:00,08:00,2020-09-12 08:00:00,Снежный покров не постоянный.,0.0,-8.6,-20.1,-113.57125000000002,2.0,-38.46000000000002
29894,2020-09-12 00:00:00,02:00,2020-09-12 02:00:00,,,-7.5,-18.6,-113.57125000000002,2.0,-38.46000000000002
29894,2020-08-12 00:00:00,20:00,2020-08-12 20:00:00,,0.0,-9.1,-21.1,-91.80499999999999,3.0,40.07562500000002
29894,2020-08-12 00:00:00,14:00,2020-08-12 14:00:00,,,-7.9,-19.5,-91.80499999999999,3.0,40.07562500000002
29894,2020-08-12 00:00:00,08:00,2020-08-12 08:00:00,Снежный покров не постоянный.,0.0,-8.1,-18.3,-91.80499999999999,3.0,40.07562500000002
29894,2020-08-12 00:00:00,02:00,2020-08-12 02:00:00,,,-9.3,-18.2,-91.80499999999999,3.0,40.07562500000002
29894,2020-07-12 00:00:00,20:00,2020-07-12 20:00:00,,0.0,-9.5,-17.8,-72.8,4.0,-49.85124999999997
29894,2020-07-12 00:00:00,08:00,2020-07-12 08:00:00,Менее 0.5,0.0,-10.0,-17.3,-72.8,4.0,-49.85124999999997
29894,2020-07-12 00:00:00,02:00,2020-07-12 02:00:00,,,-12.0,-17.2,-72.8,4.0,-49.85124999999997
29894,2020-06-12 00:00:00,20:00,2020-06-12 20:00:00,,0.0,-10.5,-18.9,-88.76249999999997,4.0,-31.45020833333332
29894,2020-06-12 00:00:00,14:00,2020-06-12 14:00:00,,,-11.4,-18.7,-88.76249999999997,4.0,-31.45020833333332
29894,2020-06-12 00:00:00,08:00,2020-06-12 08:00:00,Менее 0.5,0.0,-13.8,-20.9,-88.76249999999997,4.0,-31.45020833333332
29894,2020-06-12 00:00:00,02:00,2020-06-12 02:00:00,,,-16.9,-21.1,-88.76249999999997,4.0,-31.45020833333332
29894,2020-05-12 00:00:00,20:00,2020-05-12 20:00:00,,0.3,-21.6,-22.8,-45.64500000000001,3.0,-44.06437500000003
29894,2020-05-12 00:00:00,14:00,2020-05-12 14:00:00,,,-15.0,-17.0,-45.64500000000001,3.0,-44.06437500000003
29894,2020-05-12 00:00:00,08:00,2020-05-12 08:00:00,Менее 0.5,0.0,-20.5,-22.4,-45.64500000000001,3.0,-44.06437500000003
29894,2020-05-12 00:00:00,02:00,2020-05-12 02:00:00,,,-14.5,-19.6,-45.64500000000001,3.0,-44.06437500000003
29894,2020-04-12 00:00:00,20:00,2020-04-12 20:00:00,,0.0,-10.6,-17.9,-76.763125,5.0,164.05625000000003
29894,2020-04-12 00:00:00,14:00,2020-04-12 14:00:00,,,-9.6,-17.3,-76.763125,5.0,164.05625000000003
29894,2020-04-12 00:00:00,08:00,2020-04-12 08:00:00,Менее 0.5,0.0,-14.5,-19.6,-76.763125,5.0,164.05625000000003
29894,2020-04-12 00:00:00,02:00,2020-04-12 02:00:00,,,-12.0,-18.2,-76.763125,5.0,164.05625000000003
29894,2020-03-12 00:00:00,20:00,2020-03-12 20:00:00,,0.0,-9.5,-16.5,-75.66750000000002,5.0,106.9143749999999
29894,2020-03-12 00:00:00,14:00,2020-03-12 14:00:00,,,-10.6,-17.9,-75.66750000000002,5.0,106.9143749999999
29894,2020-03-12 00:00:00,08:00,2020-03-12 08:00:00,Менее 0.5,0.0,-16.5,-20.7,-75.66750000000002,5.0,106.9143749999999
