id_station,date,t(t-r),n,kp,RRR,T,Td,sss
30812,2017-01-02 00:00:00,-84.87312500000002,0.0,0.0,,-14.825,-20.55,
30812,2017-01-03 00:00:00,-19.889375,0.0,0.0,,-6.574999999999999,-9.6,
30812,2017-01-04 00:00:00,18.861875,0.0,0.0,,2.5749999999999997,-4.75,
30812,2017-01-05 00:00:00,12.48,0.0,0.0,,7.199999999999999,5.466666666666666,
30812,2017-01-06 00:00:00,39.80111111111113,0.0,0.0,,10.566666666666668,6.8,
30812,2017-01-07 00:00:00,39.406250000000014,0.0,0.0,,16.25,13.825,
30812,2017-01-08 00:00:00,119.59625000000004,0.0,0.0,,19.85,13.825,
30812,2017-01-09 00:00:00,28.32937499999996,0.0,0.0,,13.024999999999999,10.850000000000001,
30812,2017-01-10 00:00:00,15.96375,0.0,0.0,,3.225,-1.7249999999999999,
30812,2017-01-11 00:00:00,-15.825714285714286,0.0,0.0,0.0,-2.9,-8.357142857142858,1.0
30812,2017-01-12 00:00:00,-56.88984375,0.0,0.0,0.0,-9.7875,-15.6,4.0
30812,2017-01-13 00:00:00,-63.36000000000001,0.0,0.0,,-14.4,-18.8,
30812,2017-01-14 00:00:00,-77.22000000000001,0.0,0.0,,-11.7,-18.3,
30812,2017-01-15 00:00:00,-33.74999999999999,0.0,0.0,,-12.5,-15.2,
30812,2017-01-16 00:00:00,-48.19000000000001,0.0,0.0,,-15.8,-18.85,
30812,2017-01-17 00:00:00,-51.4911111111111,0.0,0.0,,-16.433333333333334,-19.566666666666666,
30812,2017-01-18 00:00:00,-85.99624999999999,0.0,0.0,,-19.325,-23.775,
30812,2017-01-19 00:00:00,-83.30000000000004,0.0,0.0,,-17.0,-21.900000000000002,
30812,2017-01-20 00:00:00,-58.41777777777777,0.0,0.0,,-14.133333333333333,-18.266666666666666,
30812,2017-01-21 00:00:00,-86.61999999999996,0.0,0.0,,-18.3,-23.03333333333333,
30812,2017-01-22 00:00:00,-95.55,0.0,0.0,,-21.0,-25.55,
30812,2017-01-23 00:00:00,-98.13374999999992,0.0,0.0,,-21.450000000000003,-26.025,
30812,2017-01-24 00:00:00,-79.19999999999997,0.0,0.0,,-18.0,-22.4,
30812,2017-01-25 00:00:00,-42.35,0.0,0.0,,-11.0,-14.85,
30812,2017-01-26 00:00:00,-59.33333333333331,0.0,0.0,,-14.833333333333334,-18.833333333333332,
30812,2017-01-27 00:00:00,-94.23555555555558,0.0,0.0,,-12.133333333333333,-19.900000000000002,
30812,2017-01-28 00:00:00,-121.16625,0.0,0.0,,-20.45,-26.375,
30812,2017-01-29 00:00:00,-129.10625000000002,0.0,0.0,,-22.75,-28.425,
30812,2017-01-30 00:00:00,-106.36444444444446,0.0,0.0,,-16.533333333333335,-22.96666666666667,
30812,2017-01-31 00:00:00,-110.62625,0.0,0.0,,-13.45,-21.675,
30812,2017-02-02 00:00:00,-77.51062499999998,0.0,0.0,,-15.425,-20.45,
30812,2017-02-03 00:00:00,-9.537499999999998,0.0,0.0,,-2.7249999999999996,-6.225,
30812,2017-02-04 00:00:00,54.17249999999999,0.0,0.0,,4.6499999999999995,-7.0,
30812,2017-02-05 00:00:00,7.726666666666667,0.0,0.0,,3.8000000000000003,1.7666666666666668,
30812,2017-02-06 00:00:00,40.2675,0.0,0.0,,8.85,4.3,
30812,2017-02-07 00:00:00,11.88250000000005,0.0,0.0,,16.975,16.275,
30812,2017-02-08 00:00:00,26.58249999999998,0.0,0.0,,17.15,15.6,
30812,2017-02-09 00:00:00,5.129999999999981,0.0,0.0,,12.825,12.425,
30812,2017-02-10 00:00:00,20.55625,0.0,0.0,,3.25,-3.075,
30812,2017-02-11 00:00:00,-8.2009375,0.0,0.0,0.0,-2.0124999999999997,-6.0875,
30812,2017-02-12 00:00:00,-67.49625000000002,0.0,0.0,0.3,-12.3,-17.7875,4.0
30812,2017-02-13 00:00:00,-56.48999999999999,0.0,0.0,,-13.45,-17.65,
30812,2017-02-14 00:00:00,-42.9,0.0,0.0,,-13.2,-16.45,
30812,2017-02-15 00:00:00,-70.81249999999999,0.0,0.0,,-13.75,-18.9,
30812,2017-02-16 00:00:00,-78.98583333333336,0.0,0.0,,-14.95,-20.233333333333334,
