id_station,date,t(t-r),n,kp,RRR,T,Td,sss
30437,2017-01-02 00:00:00,-38.233333333333306,0.0,0.0,,-15.5,-17.966666666666665,
30437,2017-01-03 00:00:00,-33.06250000000001,0.0,0.0,,-14.375,-16.675,
30437,2017-01-04 00:00:00,48.53777777777776,0.0,0.0,,4.466666666666666,-6.3999999999999995,
30437,2017-01-05 00:00:00,72.8575,0.0,0.0,,7.55,-2.1,
30437,2017-01-06 00:00:00,26.296250000000008,0.0,0.0,,9.65,6.925,
30437,2017-01-07 00:00:00,252.47249999999997,0.0,0.0,,22.9,11.875,
30437,2017-01-08 00:00:00,71.33624999999998,0.0,0.0,,18.65,14.825,
30437,2017-01-09 00:00:00,47.83777777777775,0.0,0.0,,13.933333333333332,10.5,
30437,2017-01-10 00:00:00,-0.7968749999999999,0.0,0.0,,-0.425,-2.3,
30437,2017-01-11 00:00:00,-29.27428571428571,0.0,0.0,0.1,-9.4,-12.514285714285714,7.0
30437,2017-01-12 00:00:00,-44.10187500000004,0.0,0.0,2.0,-20.5125,-22.6625,15.0
30437,2017-01-13 00:00:00,-110.18249999999983,0.0,0.0,,-37.35,-40.3,
30437,2017-01-14 00:00:00,-145.13624999999993,0.0,0.0,,-29.925,-34.775,
30437,2017-01-15 00:00:00,-89.67750000000011,0.0,0.0,,-27.174999999999997,-30.475,
30437,2017-01-16 00:00:00,-87.33374999999997,0.0,0.0,,-27.725,-30.875,
30437,2017-01-17 00:00:00,-97.93999999999988,0.0,0.0,,-33.2,-36.15,
30437,2017-01-18 00:00:00,-92.859375,0.0,0.0,,-35.375,-38.0,
30437,2017-01-19 00:00:00,-72.47500000000004,0.0,0.0,,-27.875,-30.475,
30437,2017-01-20 00:00:00,-60.49000000000002,0.0,0.0,,-26.3,-28.6,
30437,2017-01-21 00:00:00,-81.83999999999986,0.0,0.0,,-35.2,-37.525,
30437,2017-01-22 00:00:00,-79.73999999999995,0.0,0.0,,-33.225,-35.625,
30437,2017-01-23 00:00:00,-70.809375,0.0,0.0,,-26.975,-29.6,
30437,2017-01-24 00:00:00,-49.60999999999999,0.0,0.0,,-22.55,-24.75,
30437,2017-01-25 00:00:00,-53.746875,0.0,0.0,,-15.925,-19.3,
30437,2017-01-26 00:00:00,-40.74625000000003,0.0,0.0,,-22.025,-23.875,
30437,2017-01-27 00:00:00,-42.59937500000004,0.0,0.0,,-15.924999999999999,-18.6,
30437,2017-01-28 00:00:00,-80.93555555555547,0.0,0.0,,-28.233333333333334,-31.099999999999998,
30437,2017-01-29 00:00:00,-95.3437500000001,0.0,0.0,,-33.75,-36.575,
30437,2017-01-30 00:00:00,-67.77624999999999,0.0,0.0,,-22.975,-25.925,
30437,2017-01-31 00:00:00,-65.11124999999993,0.0,0.0,,-26.85,-29.275,
30437,2017-02-02 00:00:00,-42.28124999999994,0.0,0.0,,-20.625,-22.674999999999997,
30437,2017-02-03 00:00:00,-68.39687500000002,0.0,0.0,,-12.725,-18.1,
30437,2017-02-04 00:00:00,16.380000000000003,0.0,0.0,,2.1,-5.7,
30437,2017-02-05 00:00:00,112.22666666666665,0.0,0.0,,7.599999999999999,-7.166666666666667,
30437,2017-02-06 00:00:00,21.15999999999999,0.0,0.0,,9.2,6.9,
30437,2017-02-07 00:00:00,95.00444444444442,0.0,0.0,,22.266666666666666,18.0,
30437,2017-02-08 00:00:00,113.43749999999996,0.0,0.0,,18.15,11.9,
30437,2017-02-09 00:00:00,63.24000000000001,0.0,0.0,,12.4,7.3,
30437,2017-02-10 00:00:00,-0.7543750000000001,0.0,0.0,,-0.42500000000000004,-2.2,
30437,2017-02-11 00:00:00,-35.69812499999998,0.0,0.0,0.3,-12.05,-15.0125,5.0
30437,2017-02-12 00:00:00,-66.98953124999998,0.0,0.0,0.8,-26.6625,-29.175,16.0
30437,2017-02-13 00:00:00,-34.32750000000003,0.0,0.0,,-19.9,-21.625,
30437,2017-02-14 00:00:00,-44.70375000000004,0.0,0.0,,-19.65,-21.925,
30437,2017-02-15 00:00:00,-66.13000000000004,0.0,0.0,,-19.45,-22.85,
30437,2017-02-16 00:00:00,-82.61000000000003,0.0,0.0,,-18.775,-23.175,
30437,2017-02-17 00:00:00,-77.28000000000006,0.0,0.0,,-24.15,-27.35,
30437,2017-02-18 00:00:00,-48.80500000000005,0.0,0.0,,-22.7,-24.85,
30437,2017-02-19 00:00:00,-60.57749999999999,0.0,0.0,,-19.7,-22.775,
30437,2017-02-20 00:00:00,-86.00999999999999,0.0,0.0,,-18.8,-23.375,
30437,2017-02-21 00:00:00,-30.11875000000002,0.0,0.0,,-15.25,-17.225,
30437,2017-02-22 00:00:00,-48.18062500000001,0.0,0.0,,-15.175,-18.35,
30437,2017-02-23 00:00:00,-10.78,0.0,0.0,,-3.85,-6.65,
30437,2017-02-24 00:00:00,-4.919999999999998,0.0,0.0,,-4.800000000000001,-5.825,
30437,2017-02-25 00:00:00,-12.555,0.0,0.0,,-2.325,-7.7250000000000005,
30437,2017-02-26 00:00:00,-14.155,0.0,0.0,,-3.8,-7.525,
30437,2017-02-27 00:00:00,-56.72937500000002,0.0,0.0,,-16.325,-19.8,
30437,2017-02-28 00:00:00,-86.00625000000004,0.0,0.0,,-24.75,-28.225,
30437,2017-03-02 00:00:00,-41.84250000000003,0.0,0.0,,-19.925,-22.025000000000002,
30437,2017-03-03 00:00:00,-36.76812500000002,0.0,0.0,,-16.525,-18.75,
30437,2017-03-04 00:00:00,-7.964999999999999,0.0,0.0,,-0.8999999999999999,-9.75,
30437,2017-03-05 00:00:00,55.22222222222223,0.0,0.0,,4.666666666666667,-7.166666666666667,
30437,2017-03-06 00:00:00,50.34374999999999,0.0,0.0,,11.25,6.775,
30437,2017-03-07 00:00:00,100.26666666666664,0.0,0.0,,21.333333333333332,16.633333333333333,
30437,2017-03-08 00:00:00,117.65,0.0,0.0,,18.1,11.600000000000001,
30437,2017-03-09 00:00:00,8.994374999999996,0.0,0.0,,9.225,8.25,
30437,2017-03-10 00:00:00,8.488888888888887,0.0,0.0,,1.3333333333333333,-5.033333333333333,
30437,2017-03-11 00:00:00,-38.18333333333332,0.0,0.0,0.0,-15.799999999999999,-18.216666666666665,5.0
30437,2017-03-12 00:00:00,-52.52265625,0.0,0.0,0.9,-22.7125,-25.025,12.0
30437,2017-03-13 00:00:00,-36.767500000000005,0.0,0.0,,-4.775,-12.475000000000001,
30437,2017-03-14 00:00:00,-39.73375,0.0,0.0,,-5.975,-12.625,
30437,2017-03-15 00:00:00,-48.7825,0.0,0.0,,-6.175000000000001,-14.075,
30437,2017-03-16 00:00:00,-44.03,0.0,0.0,,-6.475,-13.275,
30437,2017-03-17 00:00:00,-50.85375,0.0,0.0,,-9.55,-14.875,
30437,2017-03-18 00:00:00,-49.18374999999999,0.0,0.0,,-13.475000000000001,-17.125,
30437,2017-03-19 00:00:00,-75.4,0.0,0.0,,-13.0,-18.8,
30437,2017-03-20 00:00:00,-58.9275,0.0,0.0,,-12.15,-17.0,
30437,2017-03-21 00:00:00,-42.56437499999999,0.0,0.0,,-10.575000000000001,-14.6,
30437,2017-03-22 00:00:00,-47.77875,0.0,0.0,,-10.275,-14.925,
30437,2017-03-23 00:00:00,-43.940625,0.0,0.0,,-8.175,-13.55,
30437,2017-03-24 00:00:00,-10.702222222222222,0.0,0.0,,-1.0666666666666667,-11.1,
30437,2017-03-25 00:00:00,-29.01625,0.0,0.0,,-4.175,-11.125,
30437,2017-03-26 00:00:00,-30.24,0.0,0.0,,-5.6,-11.0,
30437,2017-03-27 00:00:00,-4.5675,0.0,0.0,,-0.9,-5.975,
30437,2017-03-28 00:00:00,-17.16,0.0,0.0,,-2.1999999999999997,-10.0,
30437,2017-03-29 00:00:00,-4.822222222222223,0.0,0.0,,-0.4666666666666668,-10.799999999999999,
30437,2017-03-30 00:00:00,16.38,0.0,0.0,,1.7999999999999998,-7.3,
30437,2017-03-31 00:00:00,49.16888888888887,0.0,0.0,,4.933333333333333,-5.033333333333333,
30437,2017-04-02 00:00:00,-37.874375000000015,0.0,0.0,,-19.675,-21.6,
30437,2017-04-03 00:00:00,-31.23125000000002,0.0,0.0,,-13.149999999999999,-15.525,
30437,2017-04-04 00:00:00,-34.138124999999995,0.0,0.0,,-4.725,-11.95,
30437,2017-04-05 00:00:00,-7.26,0.0,0.0,,-0.7333333333333334,-10.633333333333333,
30437,2017-04-06 00:00:00,11.880000000000006,0.0,0.0,,6.6000000000000005,4.8,
