"Местное время в Бодайбо";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.12.2020 14:00";"-36.0";"751.0";"";"";"66";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.12.2020 11:00";"-38.0";"752.0";"";"";"65";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.12.2020 08:00";"-38.0";"752.0";"";"";"63";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.12.2020 05:00";"-39.0";"753.0";"";"";"64";"Ветер, дующий с юго-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.12.2020 02:00";"-41.0";"753.0";"";"";"62";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 23:00";"-41.0";"754.0";"";"";"62";"Штиль, безветрие";"0";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 20:00";"-40.0";"754.0";"";"";"62";"Ветер, дующий с востока";"1";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 17:00";"-40.0";"755.0";"";"";"63";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 14:00";"-38.0";"755.0";"";"";"64";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 11:00";"-41.0";"757.0";"";"";"61";"Ветер, дующий с юго-востока";"1";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 08:00";"-42.0";"757.0";"";"";"60";"Штиль, безветрие";"0";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 05:00";"-41.0";"757.0";"";"";"61";"Ветер, дующий с востока";"1";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.12.2020 02:00";"-40.0";"757.0";"";"";"62";"Ветер, дующий с востока";"1";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 23:00";"-39.0";"757.0";"";"";"64";"Штиль, безветрие";"0";"";"";"";"Туман с отложением изморози, неба не видно. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 20:00";"-38.0";"757.0";"";"";"65";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 17:00";"-36.0";"757.0";"";"";"67";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 14:00";"-34.0";"756.0";"";"";"70";"Ветер, дующий с северо-востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 11:00";"-35.0";"756.0";"";"";"68";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 08:00";"-36.0";"756.0";"";"";"68";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 05:00";"-36.0";"755.0";"";"";"67";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13.12.2020 02:00";"-36.0";"754.0";"";"";"67";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 23:00";"-34.0";"754.0";"";"";"69";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 20:00";"-34.0";"753.0";"";"";"70";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 17:00";"-32.0";"752.0";"";"";"69";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 14:00";"-32.0";"751.0";"";"";"69";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 11:00";"-34.0";"752.0";"";"";"70";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 08:00";"-35.0";"752.0";"";"";"69";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 05:00";"-35.0";"751.0";"";"";"68";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12.12.2020 02:00";"-36.0";"751.0";"";"";"68";"Ветер, дующий с востока";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 23:00";"-36.0";"751.0";"";"";"68";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 20:00";"-35.0";"750.0";"";"";"69";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 17:00";"-34.0";"750.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 14:00";"-31.0";"749.0";"";"";"70";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 11:00";"-33.0";"749.0";"";"";"69";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 08:00";"-34.0";"749.0";"";"";"71";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 05:00";"-35.0";"749.0";"";"";"69";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11.12.2020 02:00";"-34.0";"749.0";"";"";"72";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 23:00";"-32.0";"748.0";"";"";"75";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 20:00";"-28.0";"747.0";"";"";"71";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 17:00";"-24.0";"746.0";"";"";"71";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 14:00";"-18.0";"744.0";"";"";"48";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 11:00";"-17.0";"743.0";"";"";"49";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 08:00";"-15.0";"741.0";"";"";"58";"Ветер, дующий с запада";"2";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 05:00";"-14.0";"739.0";"";"";"57";"Ветер, дующий с запада";"3";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10.12.2020 02:00";"-12.0";"736.0";"";"";"74";"Ветер, дующий с запада";"1";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 23:00";"-13.0";"734.0";"";"";"85";"Ветер, дующий с северо-запада";"2";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 20:00";"-15.0";"733.0";"";"";"89";"Ветер, дующий с запада";"1";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 17:00";"-14.0";"732.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 14:00";"-12.0";"731.0";"";"";"86";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 11:00";"-13.0";"732.0";"";"";"88";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 08:00";"-14.0";"732.0";"";"";"91";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 05:00";"-11.0";"731.0";"";"";"93";"Штиль, безветрие";"0";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"09.12.2020 02:00";"-11.0";"731.0";"";"";"88";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 23:00";"-10.0";"731.0";"";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 20:00";"-7.0";"731.0";"";"";"96";"Ветер, дующий с запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 17:00";"-11.0";"730.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 14:00";"-10.0";"730.0";"";"";"90";"Ветер, дующий с северо-востока";"2";"";"";"";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 11:00";"-11.0";"731.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 08:00";"-12.0";"732.0";"";"";"95";"Ветер, дующий с северо-востока";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 05:00";"-12.0";"733.0";"";"";"95";"Ветер, дующий с востока";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"08.12.2020 02:00";"-11.0";"735.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 20:00";"-11.0";"738.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 17:00";"-10.0";"739.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 14:00";"-9.0";"739.0";"";"";"77";"Ветер, дующий с запада";"3";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 11:00";"-9.0";"739.0";"";"";"73";"Ветер, дующий с запада";"3";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 08:00";"-10.0";"740.0";"";"";"69";"Ветер, дующий с запада";"3";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 05:00";"-11.0";"740.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"07.12.2020 02:00";"-10.0";"740.0";"";"";"70";"Ветер, дующий с запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 23:00";"-10.0";"740.0";"";"";"70";"Ветер, дующий с запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 20:00";"-9.0";"741.0";"";"";"60";"Ветер, дующий с запада";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 17:00";"-11.0";"741.0";"";"";"55";"Ветер, дующий с запада";"3";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"06.12.2020 14:00";"-9.0";"741.0";"";"";"56";"Ветер, дующий с запада";"3";"";"";"";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
