district,district_url,np,np_url,station,lat,lon,id_station,HubName,HubDist
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Куватка,https://rp5.ru/Погода_в_Куватке,Архив погоды в Калтуке,55.678,101.73,30406,30406,24457.056035487
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Кузнецовка,"https://rp5.ru/Погода_в_Кузнецовке,_Иркутская_область",Архив погоды в Братске (метеостанция),56.1186,101.576,30309,30309,20968.9592718691
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Кумейка,https://rp5.ru/Погода_в_Кумейке,Архив погоды в Калтуке,55.678,101.73,30406,30406,15996.3978717998
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Леонова,https://rp5.ru/Погода_в_Леоновой,Архив погоды в Калтуке,55.678,101.73,30406,30406,18431.2040335529
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Луговой,"https://rp5.ru/Погода_в_Луговом,_Иркутская_область",Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,37639.2065224141
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Мамырь,"https://rp5.ru/Погода_в_Мамыре,_Россия",Архив погоды в Заярске,56.2,102.83333333333,30317,30317,43913.389768878
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Наратай,"https://rp5.ru/Погода_в_Наратае,_Братский_район",Архив погоды в Заярске,56.2,102.83333333333,30317,30317,32473.6333873106
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Новодолоново,https://rp5.ru/Погода_в_Новодолоново,Архив погоды в Калтуке,55.678,101.73,30406,30406,21932.8227794527
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Озерный,"https://rp5.ru/Погода_в_Озерном,_Братский_район",Архив погоды в Калтуке,55.678,101.73,30406,30406,31333.3873242964
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Октябрьск,"https://rp5.ru/Погода_в_Октябрьске,_Иркутская_область",Архив погоды в Калтуке,55.678,101.73,30406,30406,56747.828871601
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Осиновка,"https://rp5.ru/Погода_в_Осиновке,_Иркутская_область","Архив погоды в Братске (аэропорт), METAR",56.366666666667,101.7,UIBB,,
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Падун,"https://rp5.ru/Погода_в_Падуне,_Иркутская_область","Архив погоды в Братске (аэропорт), METAR",56.366666666667,101.7,UIBB,,
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Первомайский,"https://rp5.ru/Погода_в_Первомайском,_Братский_район",Архив погоды в Калтуке,55.678,101.73,30406,30406,25758.4112804154
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Покосное,"https://rp5.ru/Погода_в_Покосном,_Иркутская_область",Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,15465.6057515738
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Порожский,https://rp5.ru/Погода_в_Порожском,Архив погоды в Братске (метеостанция),56.1186,101.576,30309,,
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Прибойный,https://rp5.ru/Погода_в_Прибойном,Архив погоды в Заярске,56.2,102.83333333333,30317,30317,67668.0558513557
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Прибрежный,"https://rp5.ru/Погода_в_Прибрежном,_Иркутская_область",Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,29106.3394475401
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Сухой,"https://rp5.ru/Погода_в_Сухом,_Иркутская_область","Архив погоды в Братске (аэропорт), METAR",56.366666666667,101.7,UIBB,,
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Тангуй,https://rp5.ru/Погода_в_Тангуе,Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,165.935497159864
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Тарма,https://rp5.ru/Погода_в_Тарме,Архив погоды в Братске (метеостанция),56.1186,101.576,30309,30309,23265.2247280523
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Туковский,https://rp5.ru/Погода_в_Туковском,Архив погоды в Калтуке,55.678,101.73,30406,30406,62062.0986481039
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Турма,"https://rp5.ru/Погода_в_Турме,_Иркутская_область",Архив погоды в Братске (метеостанция),56.1186,101.576,30309,30309,43603.8570449853
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Тынкобь,https://rp5.ru/Погода_в_Тынкобе,Архив погоды в Калтуке,55.678,101.73,30406,30406,47282.8587632332
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Тэмь,https://rp5.ru/Погода_в_Тэме,Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,19941.4427238597
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Харанжино,https://rp5.ru/Погода_в_Харанжино,Архив погоды в Калтуке,55.678,101.73,30406,30406,32690.3432532795
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Хахарей,https://rp5.ru/Погода_в_Хахарее,Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,22809.3115324313
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Хвойный,"https://rp5.ru/Погода_в_Хвойном,_Иркутская_область",Архив погоды в Калтуке,55.678,101.73,30406,30406,64533.1468002497
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Худобок,https://rp5.ru/Погода_в_Худобоке,Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,14228.3116062339
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Черемшанка,"https://rp5.ru/Погода_в_Черемшанке,_Братский_район",Архив погоды в Калтуке,55.678,101.73,30406,30406,10008.4320819336
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Чистый,"https://rp5.ru/Погода_в_Чистом,_Иркутская_область",Архив погоды в Заярске,56.2,102.83333333333,30317,30317,84352.1714461597
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Чистяково,"https://rp5.ru/Погода_в_Чистяково,_Иркутская_область",Архив погоды в Тангуе,55.383333333333,101.03333333333,30405,30405,40932.1851025326
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Шумилово,"https://rp5.ru/Погода_в_Шумилово,_Иркутская_область",Архив погоды в Заярске,56.2,102.83333333333,30317,30317,30161.2960217879
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Энергетик,"https://rp5.ru/Погода_в_Энергетике,_Иркутская_область","Архив погоды в Братске (аэропорт), METAR",56.366666666667,101.7,UIBB,,
Братский район,"https://rp5.ru/Погода_в_Братском_районе,_Россия",Южный,"https://rp5.ru/Погода_в_Южном,_Иркутская_область",Архив погоды в Заярске,56.2,102.83333333333,30317,30317,40450.0675379692
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Байдоново,https://rp5.ru/Погода_в_Байдоново,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,70175.7434815007
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Балахня,"https://rp5.ru/Погода_в_Балахне,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,3023.53802151771
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Балыхта,https://rp5.ru/Погода_в_Балыхте,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,66570.3860213448
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Бачай,https://rp5.ru/Погода_в_Бачае,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,71700.9001792177
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Бутырина,https://rp5.ru/Погода_в_Бутырине,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,52572.3712039103
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Воробьева,https://rp5.ru/Погода_в_Воробьевой,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,26668.6778920697
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Головновка,https://rp5.ru/Погода_в_Головновке,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,6967.15239570044
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Головское,"https://rp5.ru/Погода_в_Головском,_Иркутская_область",Архив погоды в Орлинге,56.05,105.83333333333,30328,30328,65288.5078310753
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Грехова,https://rp5.ru/Погода_в_Греховой,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,22344.6043973364
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Грузновка,https://rp5.ru/Погода_в_Грузновке,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,36834.5475263552
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Дальняя Закора,https://rp5.ru/Погода_в_Дальней_Закоре,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,32131.4442634068
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Жигалово,"https://rp5.ru/Погода_в_Жигалово,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,1222.11347180312
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Заплескина,https://rp5.ru/Погода_в_Заплескине,Архив погоды в Жигалово,54.816666666667,105.15,30521,,
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Захарова,"https://rp5.ru/Погода_в_Захаровой,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,57468.4042450334
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Знаменка,"https://rp5.ru/Погода_в_Знаменке,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,24392.7230404135
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Игжиновка,https://rp5.ru/Погода_в_Игжиновке,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,10956.6101326762
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Кайдакан,https://rp5.ru/Погода_в_Кайдакане,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,44852.4307184766
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Качень,https://rp5.ru/Погода_в_Качене,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,33329.5374993802
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Келора,https://rp5.ru/Погода_в_Келоре,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,38286.0653854945
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Коношаново,https://rp5.ru/Погода_в_Коношаново,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,63692.5482816677
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Константиновка,"https://rp5.ru/Погода_в_Константиновке,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,29911.3393143569
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Лукиново,https://rp5.ru/Погода_в_Лукиново,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,75270.2420092426
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Молодёжный,"https://rp5.ru/Погода_в_Молодёжном,_Жигаловский_район",Архив погоды в Жигалово,54.816666666667,105.15,30521,,
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Нижняя Слобода,https://rp5.ru/Погода_в_Нижней_Слободе,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,17022.2037017214
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Петрово,"https://rp5.ru/Погода_в_Петрово,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,36160.5632930577
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Пуляевщина,https://rp5.ru/Погода_в_Пуляевщине,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,36526.2133320061
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Рудовка,"https://rp5.ru/Погода_в_Рудовке,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,8390.91039307857
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Тимошино,"https://rp5.ru/Погода_в_Тимошино,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,54566.9905943568
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Тутура,https://rp5.ru/Погода_в_Тутуре,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,6246.12933892029
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Тыпта,https://rp5.ru/Погода_в_Тыпте,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,47814.6321366712
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Усть-Илга,https://rp5.ru/Погода_в_Усть-Илге,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,21878.4759787901
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Чикан,https://rp5.ru/Погода_в_Чикане,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,33552.7531675217
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Чичек,https://rp5.ru/Погода_в_Чичеке,Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,39139.3506903941
Жигаловский район,https://rp5.ru/Погода_в_Жигаловском_районе,Якимовка,"https://rp5.ru/Погода_в_Якимовке,_Иркутская_область",Архив погоды в Жигалово,54.816666666667,105.15,30521,30521,13695.174731762
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Бабагай,https://rp5.ru/Погода_в_Бабагае,Архив погоды в Инге,52.966666666667,101.98333333333,30703,30703,34790.3367270769
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Багантуй,https://rp5.ru/Погода_в_Багантуе,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,9606.07921588399
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Бажир,https://rp5.ru/Погода_в_Бажире,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,4945.67118227805
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Большая Заимка,https://rp5.ru/Погода_в_Большой_Заимке,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,24317.8310995275
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Большой Карлук,https://rp5.ru/Погода_в_Большом_Карлуке,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,10181.3966898707
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Бухарова,https://rp5.ru/Погода_в_Бухаровой,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,14466.4189576539
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Веренка,"https://rp5.ru/Погода_в_Веренке,_Иркутская_область",Архив погоды в Зиме,53.933333333333,102.05,30603,30603,29757.8675162421
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Владимир,"https://rp5.ru/Погода_во_Владимире,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,12448.8844800269
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Горячий Ключ,"https://rp5.ru/Погода_в_Горячем_Ключе,_Заларинский_район",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,10937.3918839046
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Заблагар,https://rp5.ru/Погода_в_Заблагаре,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,29764.6749226174
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Залари,https://rp5.ru/Погода_в_Заларях,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,1535.11415104771
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Корсунгай,https://rp5.ru/Погода_в_Корсунгае,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,19363.1936682134
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Красное Поле,"https://rp5.ru/Погода_в_Красном_Поле,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,8484.80405524134
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Моисеевка,"https://rp5.ru/Погода_в_Моисеевке,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30603,45385.7182763424
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Мойган,https://rp5.ru/Погода_в_Мойгане,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,29721.5021813876
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Московская,"https://rp5.ru/Погода_в_Московской,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,3561.52714299714
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Новометелкина,https://rp5.ru/Погода_в_Новометелкине,Архив погоды в Инге,52.966666666667,101.98333333333,30703,30703,42255.9375095503
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Новочеремхово,https://rp5.ru/Погода_в_Новочеремхово,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,16846.7564307379
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Романенкина,https://rp5.ru/Погода_в_Романенкине,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,20303.5495783033
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Романова,https://rp5.ru/Погода_в_Романовой,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,10692.4931801702
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Сарам,https://rp5.ru/Погода_в_Сараме,Архив погоды в Инге,52.966666666667,101.98333333333,30703,,
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Семеновское,"https://rp5.ru/Погода_в_Семеновском,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,20319.9689591512
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Сенная Падь,https://rp5.ru/Погода_в_Сенной_Паде,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,12365.1683661468
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Сорты,https://rp5.ru/Погода_в_Сортах,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,20851.9146000961
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Тагна,https://rp5.ru/Погода_в_Тагне,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,40191.3271778508
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Троицк,"https://rp5.ru/Погода_в_Троицке,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,25555.8788576585
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Тунгуй,"https://rp5.ru/Погода_в_Тунгуе,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,5449.10180363958
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Тыреть 2-я,https://rp5.ru/Погода_в_Тырете_2,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,23076.2584283724
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Тыреть,https://rp5.ru/Погода_в_Тырете,Архив погоды в Заларях,53.55,102.51666666667,30606,,
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Ханжиново,https://rp5.ru/Погода_в_Ханжиново,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,20277.0225914664
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Холмогой,https://rp5.ru/Погода_в_Холмогое,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,15685.2416833016
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Хор-Тагна,https://rp5.ru/Погода_в_Хор-Тагне,Архив погоды в Инге,52.966666666667,101.98333333333,30703,30703,57911.6177544186
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Хотхор,https://rp5.ru/Погода_в_Хотхоре,Архив погоды в Заларях,53.55,102.51666666667,30606,30606,11415.5855892698
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Чаданова,https://rp5.ru/Погода_в_Чадановой,Архив погоды в Заларях,53.55,102.51666666667,30606,30703,44770.261442566
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Черемшанка,"https://rp5.ru/Погода_в_Черемшанке,_Заларинский_район",Архив погоды в Инге,52.966666666667,101.98333333333,30703,30703,41980.4421880374
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Шабалина,"https://rp5.ru/Погода_в_Шабалине,_Иркутская_область",Архив погоды в Заларях,53.55,102.51666666667,30606,30606,23916.3758485677
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Щеглаева,https://rp5.ru/Погода_в_Щеглаевой,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,25663.4467328575
Заларинский район,https://rp5.ru/Погода_в_Заларинском_районе,Щербакова,https://rp5.ru/Погода_в_Щербаковой,Архив погоды в Заларях,53.55,102.51666666667,30606,30703,49915.0189472881
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Баргадай,https://rp5.ru/Погода_в_Баргадае,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,30621.7527290744
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Басалаевка,https://rp5.ru/Погода_в_Басалаевке,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,37202.4902266261
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Батама,https://rp5.ru/Погода_в_Батаме,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,28871.5084586226
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Большеворонежский,https://rp5.ru/Погода_в_Большеворонежском,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,25863.0938852559
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Буря,"https://rp5.ru/Погода_в_Буре,_Зиминский_район",Архив погоды в Зиме,53.933333333333,102.05,30603,30603,41255.2288508185
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Верхняя Зима,https://rp5.ru/Погода_в_Верхней_Зиме,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,23136.7766205262
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Глинки,"https://rp5.ru/Погода_в_Глинках,_Иркутская_область",Архив погоды в Зиме,53.933333333333,102.05,30603,30603,15783.7092065829
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Зима,https://rp5.ru/Погода_в_Зиме,Архив погоды в Зиме,53.933333333333,102.05,30603,,
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Зулумай,https://rp5.ru/Погода_в_Зулумае,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,55523.5929904959
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Кимильтей,https://rp5.ru/Погода_в_Кимильтее,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,22783.4450628245
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Масляногорск,https://rp5.ru/Погода_в_Масляногорске,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,46249.6317932973
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Мордино,"https://rp5.ru/Погода_в_Мордино,_Иркутская_область",Архив погоды в Зиме,53.933333333333,102.05,30603,30603,5792.43605299969
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Новолетники,https://rp5.ru/Погода_в_Новолетниках,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,37535.8031678163
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Осиповский,https://rp5.ru/Погода_в_Осиповском,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,56345.3595314889
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Перевоз (п.ст.),https://rp5.ru/Погода_в_Перевозе_(п.ст.),Архив погоды в Зиме,53.933333333333,102.05,30603,,
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Перевоз (с.),https://rp5.ru/Погода_в_Перевозе_(с.),Архив погоды в Зиме,53.933333333333,102.05,30603,,
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Покровка,"https://rp5.ru/Погода_в_Покровке,_Зиминский_район",Архив погоды в Зиме,53.933333333333,102.05,30603,30603,6916.45567694893
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Самара (село),"https://rp5.ru/Погода_в_Самаре,_Иркутская_область",Архив погоды в Зиме,53.933333333333,102.05,30603,,
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Сологубово,https://rp5.ru/Погода_в_Сологубово,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,24356.6033972936
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Услон,https://rp5.ru/Погода_в_Услоне,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,5213.68979221231
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Ухтуй,https://rp5.ru/Погода_в_Ухтуе,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,2827.79540535778
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Филипповск,https://rp5.ru/Погода_в_Филипповске,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,17927.5693604251
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Харайгун,https://rp5.ru/Погода_в_Харайгуне,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,18804.0056936385
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Центральный Хазан,https://rp5.ru/Погода_в_Центральном_Хазане,Архив погоды в Зиме,53.933333333333,102.05,30603,30603,13506.7750307822
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Челяба,"https://rp5.ru/Погода_в_Челябе,_Иркутская_область",Архив погоды в Зиме,53.933333333333,102.05,30603,30603,4527.0578579478
Зиминский район,https://rp5.ru/Погода_в_Зиминском_районе,Черемшанка,"https://rp5.ru/Погода_в_Черемшанке,_Зиминский_район",Архив погоды в Зиме,53.933333333333,102.05,30603,30603,33600.1476936759
Иркутский район,https://rp5.ru/Погода_в_Иркутском_районе,Ангара,https://rp5.ru/Погода_в_Ангаре,Архив погоды в Иркутске,52.266666666667,104.31666666667,30710,30710,13488.6574691815
Иркутский район,https://rp5.ru/Погода_в_Иркутском_районе,Ангарские Хутора,https://rp5.ru/Погода_в_Ангарских_Хуторе,Архив погоды в Большом Голоустном,52.043,105.405,30727,30824,43728.9888480409
Иркутский район,https://rp5.ru/Погода_в_Иркутском_районе,Баруй,https://rp5.ru/Погода_в_Баруе,Архив погоды в Усолье-Сибирском,52.7833,103.633,30712,30715,33766.1524713204
Иркутский район,https://rp5.ru/Погода_в_Иркутском_районе,Большая Речка,"https://rp5.ru/Погода_в_Большой_Речке,_Иркутская_область","Архив погоды в Иркутске (аэропорт), METAR",52.266666666667,104.4,UIII,UIII,42028.6471047064
Иркутский район,https://rp5.ru/Погода_в_Иркутском_районе,Большие Коты,https://rp5.ru/Погода_в_Больших_Котах,Архив погоды в Большом Голоустном,52.043,105.405,30727,30824,37813.9812255573
Иркутский район,https://rp5.ru/Погода_в_Иркутском_районе,Большое Голоустное,https://rp5.ru/Погода_в_Большом_Голоустном,Архив погоды в Большом Голоустном,52.043,105.405,30727,30727,662.637873798867
Иркутский район,https://rp5.ru/Погода_в_Иркутском_районе,Бургаз,https://rp5.ru/Погода_в_Бургазе,Архив погоды в Хомутово,52.475,104.415,30716,30713,30792.8256603279
