start,end,1,2,3,4,10,11,12,sum_RRR_fact,percent,decade_start,decade_end,start_month,end_month,sum_RRR,decade_sum_RRR,decade_percent,id_station,station
2017-10-15,2018-04-15,9.799999999999999,5.5,4.9,4.0,0.3,2.0,13.7,40.2,-88.48137535816619,0.19999999999999998,2.6666666666666665,10,4,349.0,38.766666666666666,-88.89207258834766,30726,Сухой
2018-10-15,2019-04-15,3.9,0.8,7.7,0.0,2.1,12.700000000000001,17.3,44.5,-87.24928366762178,1.4,0.0,10,4,349.0,43.8,-87.44985673352436,30726,Сухой
2019-10-15,2020-04-15,3.0,5.3,10.0,0.0,4.3,7.3,21.1,51.0,-85.38681948424069,2.8666666666666663,0.0,10,4,349.0,49.56666666666667,-85.79751671442216,30726,Сухой
2017-11-01,2018-03-24,9.1,5.1,0.7,,,1.3,14.4,30.6,-74.28571428571428,1.3,0.4666666666666666,11,3,119.0,30.366666666666667,-74.48179271708683,30727,Большое Голоустное
2018-11-01,2019-03-24,0.8,0.0,,,,1.0,1.2000000000000002,3.0,-97.47899159663865,1.0,,11,3,119.0,3.0,-97.47899159663865,30727,Большое Голоустное
2019-11-01,2020-03-24,1.5,2.0,0.0,,,6.1,6.4,16.0,-86.5546218487395,6.1,0.0,11,3,119.0,16.0,-86.5546218487395,30727,Большое Голоустное
2017-10-07,2018-04-22,0.5,0.9,2.5,6.0,12.0,0.2,4.2,26.299999999999997,-72.31578947368422,8.0,4.0,10,4,95.0,20.3,-78.63157894736841,30802,Монды
2018-10-07,2019-04-22,0.2,0.5,9.6,,11.4,6.9,1.1,29.700000000000003,-68.73684210526315,7.6,,10,4,95.0,25.9,-72.73684210526316,30802,Монды
2019-10-07,2020-04-22,,3.6,11.8,0.0,14.200000000000001,4.1000000000000005,0.0,33.7,-64.52631578947368,9.466666666666667,0.0,10,4,95.0,28.96666666666667,-69.50877192982456,30802,Монды
2017-10-27,2018-03-30,5.5,9.4,0.0,,2.0,10.2,13.0,40.099999999999994,-74.9375,0.0,0.0,10,3,160.0,38.1,-76.1875,30812,Култук
2018-10-27,2019-03-30,3.1,0.8,,,8.5,6.6,0.8,19.8,-87.625,0.0,,10,3,160.0,11.3,-92.9375,30812,Култук
2019-10-27,2020-03-30,1.3,6.6,0.3,,1.0,4.6,1.9,15.7,-90.1875,0.0,0.3,10,3,160.0,14.7,-90.8125,30812,Култук
2017-10-19,2018-04-10,21.0,17.7,21.2,5.0,0.7,74.7,32.3,172.60000000000002,0.9356725146198954,0.2333333333333333,1.6666666666666665,10,4,171.0,168.8,-1.2865497076023331,30818,Байкальск
2018-10-19,2019-04-10,13.4,3.9,28.4,,32.8,21.0,25.6,125.1,-26.842105263157904,10.933333333333332,,10,4,171.0,103.23333333333332,-39.62962962962963,30818,Байкальск
2019-10-19,2020-04-10,10.4,17.5,21.8,0.0,30.7,49.9,28.0,158.3,-7.42690058479532,10.233333333333333,0.0,10,4,171.0,137.83333333333334,-19.395711500974656,30818,Байкальск
