station,date,t(t-r),n,kp,RRR,T,Td,sss
Бодайбо,2017-01-11,,0.0,0.0,,-7.375,,
Бодайбо,2017-01-12,,0.0,0.0,,-33.875,,
Бодайбо,2017-02-11,,0.0,0.0,,-9.25,,
Бодайбо,2017-02-12,,0.0,0.0,,-36.375,,
Бодайбо,2017-03-11,,0.0,0.0,,-11.25,,
Бодайбо,2017-03-12,,0.0,0.0,,-33.857142857142854,,
Бодайбо,2017-04-11,,0.0,0.0,,-7.5,,
Бодайбо,2017-04-12,,0.0,0.0,,-29.571428571428573,,
Бодайбо,2017-05-11,,0.0,0.0,,0.75,,
Бодайбо,2017-05-12,,0.0,0.0,,-31.875,,
Бодайбо,2017-06-11,,0.0,0.0,,-3.875,,
Бодайбо,2017-06-12,,0.0,0.0,,-31.375,,
Бодайбо,2017-07-11,,0.0,0.0,,-5.5,,
Бодайбо,2017-07-12,,0.0,0.0,,-23.75,,
Бодайбо,2017-08-11,,0.0,0.0,,-5.125,,
Бодайбо,2017-08-12,,0.0,0.0,,-20.375,,
Бодайбо,2017-09-11,,0.0,0.0,,-6.25,,
Бодайбо,2017-09-12,,0.0,0.0,,-27.625,,
Бодайбо,2017-10-11,,0.0,0.0,,-7.625,,
Бодайбо,2017-10-12,,0.0,0.0,,-38.5,,
Бодайбо,2017-10-13,,0.0,0.0,,-0.375,,
Бодайбо,2017-10-14,,0.0,0.0,,0.0,,
Бодайбо,2017-10-15,,0.0,0.0,,-4.25,,
Бодайбо,2017-10-16,,0.0,0.0,,-12.5,,
Бодайбо,2017-10-17,,0.0,0.0,,-8.75,,
Бодайбо,2017-10-18,,0.0,0.0,,-3.625,,
Бодайбо,2017-10-19,,0.0,0.0,,-6.875,,
Бодайбо,2017-10-20,,0.0,0.0,,-10.25,,
Бодайбо,2017-10-21,,0.0,0.0,,-14.25,,
Бодайбо,2017-10-22,,0.0,0.0,,-12.0,,
Бодайбо,2017-10-23,,0.0,0.0,,-4.125,,
Бодайбо,2017-10-24,,0.0,0.0,,0.25,,
Бодайбо,2017-10-25,,0.0,0.0,,-4.5,,
Бодайбо,2017-10-26,,0.0,0.0,,-10.125,,
Бодайбо,2017-10-27,,0.0,0.0,,-7.25,,
Бодайбо,2017-10-28,,0.0,0.0,,-1.5,,
Бодайбо,2017-10-29,,0.0,0.0,,-0.75,,
Бодайбо,2017-10-30,,0.0,0.0,,-5.5,,
Бодайбо,2017-10-31,,0.0,0.0,,-3.125,,
Бодайбо,2017-11-10,,0.0,0.0,,0.6666666666666666,,
Бодайбо,2017-11-11,,0.0,0.0,,-12.0,,
Бодайбо,2017-11-12,,0.0,0.0,,-43.125,,
Бодайбо,2017-11-13,,0.0,0.0,,-12.375,,
Бодайбо,2017-11-14,,0.0,0.0,,-19.0,,
Бодайбо,2017-11-15,,0.0,0.0,,-21.0,,
Бодайбо,2017-11-16,,0.0,0.0,,-22.625,,
Бодайбо,2017-11-17,,0.0,0.0,,-22.0,,
Бодайбо,2017-11-18,,0.0,0.0,,-30.0,,
Бодайбо,2017-11-19,,0.0,0.0,,-26.5,,
Бодайбо,2017-11-20,,0.0,0.0,,-20.25,,
Бодайбо,2017-11-21,,0.0,0.0,,-16.0,,
Бодайбо,2017-11-22,,0.0,0.0,,-16.625,,
Бодайбо,2017-11-23,,0.0,0.0,,-18.5,,
Бодайбо,2017-11-24,,0.0,0.0,,-31.375,,
Бодайбо,2017-11-25,,0.0,0.0,,-34.5,,
Бодайбо,2017-11-26,,0.0,0.0,,-27.25,,
Бодайбо,2017-11-27,,0.0,0.0,,-23.25,,
Бодайбо,2017-11-28,,0.0,0.0,,-30.0,,
Бодайбо,2017-11-29,,0.0,0.0,,-33.625,,
Бодайбо,2017-11-30,,0.0,0.0,,-36.375,,
Бодайбо,2017-12-10,,0.0,0.0,,-0.875,,
Бодайбо,2017-12-11,,0.0,0.0,,-8.875,,
Бодайбо,2017-12-12,,0.0,0.0,,-41.625,,
Бодайбо,2017-12-13,,0.0,0.0,,-36.25,,
Бодайбо,2017-12-14,,0.0,0.0,,-34.5,,
Бодайбо,2017-12-15,,0.0,0.0,,-34.375,,
Бодайбо,2017-12-16,,0.0,0.0,,-28.375,,
Бодайбо,2017-12-17,,0.0,0.0,,-26.25,,
Бодайбо,2017-12-18,,0.0,0.0,,-31.25,,
Бодайбо,2017-12-19,,0.0,0.0,,-26.875,,
Бодайбо,2017-12-20,,0.0,0.0,,-18.625,,
Бодайбо,2017-12-21,,0.0,0.0,,-11.0,,
Бодайбо,2017-12-22,,0.0,0.0,,-16.25,,
Бодайбо,2017-12-23,,0.0,0.0,,-24.5,,
Бодайбо,2017-12-24,,0.0,0.0,,-25.571428571428573,,
Бодайбо,2017-12-25,,0.0,0.0,,-39.375,,
Бодайбо,2017-12-26,,0.0,0.0,,-42.25,,
Бодайбо,2017-12-27,,0.0,0.0,,-39.5,,
Бодайбо,2017-12-28,,0.0,0.0,,-31.625,,
Бодайбо,2017-12-29,,0.0,0.0,,-33.625,,
Бодайбо,2017-12-30,,0.0,0.0,,-28.25,,
Бодайбо,2017-12-31,,0.0,0.0,,-30.0,,
Бодайбо,2018-01-01,,0.0,0.0,,-28.875,,
Бодайбо,2018-01-02,,0.0,0.0,,-24.5,,
Бодайбо,2018-01-03,,0.0,0.0,,-27.0,,
Бодайбо,2018-01-04,,0.0,0.0,,-5.625,,
Бодайбо,2018-01-05,,0.0,0.0,,7.625,,
Бодайбо,2018-01-06,,0.0,0.0,,16.0,,
Бодайбо,2018-01-07,,0.0,0.0,,16.375,,
Бодайбо,2018-01-08,,0.0,0.0,,13.75,,
Бодайбо,2018-01-09,,0.0,0.0,,13.5,,
Бодайбо,2018-01-10,,0.0,0.0,,4.625,,
Бодайбо,2018-01-11,,0.0,0.0,,-3.25,,
Бодайбо,2018-01-12,,0.0,0.0,,-23.625,,
Бодайбо,2018-01-13,,0.0,0.0,,-20.125,,
Бодайбо,2018-01-14,,0.0,0.0,,-25.375,,
Бодайбо,2018-01-15,,0.0,0.0,,-21.75,,
Бодайбо,2018-01-16,,0.0,0.0,,-20.0,,
Бодайбо,2018-01-17,,0.0,0.0,,-28.75,,
Бодайбо,2018-01-18,,0.0,0.0,,-27.571428571428573,,
Бодайбо,2018-01-19,,0.0,0.0,,-30.75,,
Бодайбо,2018-01-20,,0.0,0.0,,-42.0,,
Бодайбо,2018-01-21,,0.0,0.0,,-35.857142857142854,,
Бодайбо,2018-01-22,,0.0,0.0,,-32.875,,
Бодайбо,2018-01-23,,0.0,0.0,,-37.25,,
Бодайбо,2018-01-24,,0.0,0.0,,-37.75,,
Бодайбо,2018-01-25,,0.0,0.0,,-36.285714285714285,,
Бодайбо,2018-01-26,,0.0,0.0,,-41.125,,
Бодайбо,2018-01-27,,0.0,0.0,,-33.625,,
Бодайбо,2018-01-28,,0.0,0.0,,-29.25,,
Бодайбо,2018-01-29,,0.0,0.0,,-24.125,,
Бодайбо,2018-01-30,,0.0,0.0,,-20.25,,
Бодайбо,2018-01-31,,0.0,0.0,,-26.75,,
Бодайбо,2018-02-01,,0.0,0.0,,-29.5,,
Бодайбо,2018-02-02,,0.0,0.0,,-30.125,,
Бодайбо,2018-02-03,,0.0,0.0,,-31.5,,
Бодайбо,2018-02-04,,0.0,0.0,,-11.25,,
Бодайбо,2018-02-05,,0.0,0.0,,8.375,,
Бодайбо,2018-02-06,,0.0,0.0,,11.875,,
Бодайбо,2018-02-07,,0.0,0.0,,18.25,,
Бодайбо,2018-02-08,,0.0,0.0,,15.5,,
Бодайбо,2018-02-09,,0.0,0.0,,13.625,,
Бодайбо,2018-02-10,,0.0,0.0,,6.375,,
Бодайбо,2018-02-11,,0.0,0.0,,-6.0,,
Бодайбо,2018-02-12,,0.0,0.0,,-26.625,,
Бодайбо,2018-02-13,,0.0,0.0,,-25.625,,
Бодайбо,2018-02-14,,0.0,0.0,,-23.0,,
Бодайбо,2018-02-15,,0.0,0.0,,-26.125,,
Бодайбо,2018-02-16,,0.0,0.0,,-29.5,,
Бодайбо,2018-02-17,,0.0,0.0,,-28.375,,
Бодайбо,2018-02-18,,0.0,0.0,,-21.625,,
Бодайбо,2018-02-19,,0.0,0.0,,-16.714285714285715,,
Бодайбо,2018-02-20,,0.0,0.0,,-16.0,,
Бодайбо,2018-02-21,,0.0,0.0,,-18.0,,
Бодайбо,2018-02-22,,0.0,0.0,,-21.25,,
Бодайбо,2018-02-23,,0.0,0.0,,-21.125,,
Бодайбо,2018-02-24,,0.0,0.0,,-26.875,,
Бодайбо,2018-02-25,,0.0,0.0,,-26.625,,
Бодайбо,2018-02-26,,0.0,0.0,,-25.375,,
Бодайбо,2018-02-27,,0.0,0.0,,-27.0,,
Бодайбо,2018-02-28,,0.0,0.0,,-27.625,,
Бодайбо,2018-03-01,,0.0,0.0,,-23.5,,
Бодайбо,2018-03-02,,0.0,0.0,,-26.375,,
Бодайбо,2018-03-03,,0.0,0.0,,-31.75,,
Бодайбо,2018-03-04,,0.0,0.0,,-8.75,,
Бодайбо,2018-03-05,,0.0,0.0,,8.25,,
Бодайбо,2018-03-06,,0.0,0.0,,9.625,,
Бодайбо,2018-03-07,,0.0,0.0,,20.25,,
Бодайбо,2018-03-08,,0.0,0.0,,18.125,,
Бодайбо,2018-03-09,,0.0,0.0,,11.625,,
Бодайбо,2018-03-10,,0.0,0.0,,7.5,,
Бодайбо,2018-03-11,,0.0,0.0,,-12.125,,
Бодайбо,2018-03-12,,0.0,0.0,,-31.5,,
Бодайбо,2018-03-13,,0.0,0.0,,-13.75,,
Бодайбо,2018-03-14,,0.0,0.0,,-15.0,,
Бодайбо,2018-03-15,,0.0,0.0,,-12.285714285714286,,
Бодайбо,2018-03-16,,0.0,0.0,,-9.5,,
Бодайбо,2018-03-17,,0.0,0.0,,-6.875,,
Бодайбо,2018-03-18,,0.0,0.0,,-18.375,,
Бодайбо,2018-03-19,,0.0,0.0,,-13.125,,
Бодайбо,2018-03-20,,0.0,0.0,,-7.375,,
Бодайбо,2018-03-21,,0.0,0.0,,-5.25,,
Бодайбо,2018-03-22,,0.0,0.0,,-6.625,,
Бодайбо,2018-03-23,,0.0,0.0,,-5.0,,
Бодайбо,2018-03-24,,0.0,0.0,,-3.125,,
Бодайбо,2018-03-25,,0.0,0.0,,2.625,,
Бодайбо,2018-03-26,,0.0,0.0,,-0.375,,
Бодайбо,2018-03-27,,0.0,0.0,,-4.0,,
Бодайбо,2018-03-28,,0.0,0.0,,-4.75,,
Бодайбо,2018-03-29,,0.0,0.0,,0.375,,
Бодайбо,2018-03-30,,0.0,0.0,,-7.0,,
Бодайбо,2018-03-31,,0.0,0.0,,-1.0,,
Бодайбо,2018-04-01,,0.0,0.0,,-19.125,,
Бодайбо,2018-04-02,,0.0,0.0,,-29.625,,
Бодайбо,2018-04-03,,0.0,0.0,,-29.625,,
Бодайбо,2018-04-04,,0.0,0.0,,-6.75,,
Бодайбо,2018-04-05,,0.0,0.0,,4.5,,
Бодайбо,2018-04-06,,0.0,0.0,,13.125,,
Бодайбо,2018-04-07,,0.0,0.0,,21.0,,
Бодайбо,2018-04-08,,0.0,0.0,,14.625,,
Бодайбо,2018-04-09,,0.0,0.0,,9.75,,
Бодайбо,2018-04-10,,0.0,0.0,,4.5,,
Бодайбо,2018-04-11,,0.0,0.0,,-14.5,,
Бодайбо,2018-04-12,,0.0,0.0,,-35.875,,
Бодайбо,2018-04-13,,0.0,0.0,,-0.125,,
Бодайбо,2018-04-14,,0.0,0.0,,3.375,,
Бодайбо,2018-04-15,,0.0,0.0,,4.25,,
Бодайбо,2018-04-16,,0.0,0.0,,2.625,,
Бодайбо,2018-04-17,,0.0,0.0,,4.428571428571429,,
Бодайбо,2018-04-18,,0.0,0.0,,3.875,,
Бодайбо,2018-04-19,,0.0,0.0,,2.0,,
Бодайбо,2018-04-20,,0.0,0.0,,-0.75,,
Бодайбо,2018-04-21,,0.0,0.0,,0.625,,
Бодайбо,2018-04-22,,0.0,0.0,,5.625,,
Бодайбо,2018-04-23,,0.0,0.0,,8.875,,
Бодайбо,2018-04-24,,0.0,0.0,,5.0,,
Бодайбо,2018-04-25,,0.0,0.0,,2.125,,
Бодайбо,2018-04-26,,0.0,0.0,,0.375,,
Бодайбо,2018-04-27,,0.0,0.0,,6.625,,
Бодайбо,2018-04-28,,0.0,0.0,,6.25,,
Бодайбо,2018-04-29,,0.0,0.0,,4.375,,
Бодайбо,2018-04-30,,0.0,0.0,,5.5,,
Бодайбо,2018-05-01,,0.0,0.0,,-10.625,,
Бодайбо,2018-05-02,,0.0,0.0,,-25.375,,
Бодайбо,2018-05-03,,0.0,0.0,,-21.25,,
Бодайбо,2018-05-04,,0.0,0.0,,-7.375,,
Бодайбо,2018-05-05,,0.0,0.0,,2.125,,
Бодайбо,2018-05-06,,0.0,0.0,,15.875,,
Бодайбо,2018-05-07,,0.0,0.0,,22.5,,
Бодайбо,2018-05-08,,0.0,0.0,,13.125,,
Бодайбо,2018-05-09,,0.0,0.0,,8.25,,
Бодайбо,2018-05-10,,0.0,0.0,,3.0,,
Бодайбо,2018-05-11,,0.0,0.0,,-8.75,,
Бодайбо,2018-05-12,,0.0,0.0,,-32.875,,
Бодайбо,2018-05-13,,0.0,0.0,,6.25,,
Бодайбо,2018-05-14,,0.0,0.0,,6.5,,
Бодайбо,2018-05-15,,0.0,0.0,,5.375,,
Бодайбо,2018-05-16,,0.0,0.0,,6.0,,
Бодайбо,2018-05-17,,0.0,0.0,,5.75,,
Бодайбо,2018-05-18,,0.0,0.0,,7.125,,
Бодайбо,2018-05-19,,0.0,0.0,,4.875,,
Бодайбо,2018-05-20,,0.0,0.0,,7.0,,
Бодайбо,2018-05-21,,0.0,0.0,,4.875,,
Бодайбо,2018-05-22,,0.0,0.0,,4.625,,
Бодайбо,2018-05-23,,0.0,0.0,,5.75,,
Бодайбо,2018-05-24,,0.0,0.0,,10.75,,
Бодайбо,2018-05-25,,0.0,0.0,,13.0,,
Бодайбо,2018-05-26,,0.0,0.0,,16.25,,
Бодайбо,2018-05-27,,0.0,0.0,,15.25,,
Бодайбо,2018-05-28,,0.0,0.0,,17.25,,
Бодайбо,2018-05-29,,0.0,0.0,,19.25,,
Бодайбо,2018-05-30,,0.0,0.0,,15.0,,
Бодайбо,2018-05-31,,0.0,0.0,,12.5,,
Бодайбо,2018-06-01,,0.0,0.0,,-8.75,,
Бодайбо,2018-06-02,,0.0,0.0,,-30.125,,
Бодайбо,2018-06-03,,0.0,0.0,,-19.25,,
Бодайбо,2018-06-04,,0.0,0.0,,-7.5,,
Бодайбо,2018-06-05,,0.0,0.0,,5.857142857142857,,
Бодайбо,2018-06-06,,0.0,0.0,,18.25,,
Бодайбо,2018-06-07,,0.0,0.0,,19.125,,
Бодайбо,2018-06-08,,0.0,0.0,,16.75,,
Бодайбо,2018-06-09,,0.0,0.0,,9.375,,
Бодайбо,2018-06-10,,0.0,0.0,,3.375,,
Бодайбо,2018-06-11,,0.0,0.0,,-13.0,,
Бодайбо,2018-06-12,,0.0,0.0,,-30.125,,
Бодайбо,2018-06-13,,0.0,0.0,,15.25,,
Бодайбо,2018-06-14,,0.0,0.0,,16.25,,
Бодайбо,2018-06-15,,0.0,0.0,,13.428571428571429,,
Бодайбо,2018-06-16,,0.0,0.0,,16.25,,
Бодайбо,2018-06-17,,0.0,0.0,,14.75,,
Бодайбо,2018-06-18,,0.0,0.0,,16.625,,
Бодайбо,2018-06-19,,0.0,0.0,,18.0,,
Бодайбо,2018-06-20,,0.0,0.0,,19.5,,
Бодайбо,2018-06-21,,0.0,0.0,,20.75,,
Бодайбо,2018-06-22,,0.0,0.0,,17.25,,
Бодайбо,2018-06-23,,0.0,0.0,,17.375,,
Бодайбо,2018-06-24,,0.0,0.0,,18.375,,
Бодайбо,2018-06-25,,0.0,0.0,,18.5,,
Бодайбо,2018-06-26,,0.0,0.0,,18.875,,
Бодайбо,2018-06-27,,0.0,0.0,,19.0,,
Бодайбо,2018-06-28,,0.0,0.0,,19.375,,
Бодайбо,2018-06-29,,0.0,0.0,,17.625,,
Бодайбо,2018-06-30,,0.0,0.0,,17.75,,
Бодайбо,2018-07-01,,0.0,0.0,,-17.125,,
Бодайбо,2018-07-02,,0.0,0.0,,-21.5,,
Бодайбо,2018-07-03,,0.0,0.0,,-20.75,,
Бодайбо,2018-07-04,,0.0,0.0,,-3.625,,
Бодайбо,2018-07-05,,0.0,0.0,,7.625,,
Бодайбо,2018-07-06,,0.0,0.0,,17.125,,
Бодайбо,2018-07-07,,0.0,0.0,,11.428571428571429,,
Бодайбо,2018-07-08,,0.0,0.0,,18.25,,
Бодайбо,2018-07-09,,0.0,0.0,,6.0,,
Бодайбо,2018-07-10,,0.0,0.0,,2.875,,
Бодайбо,2018-07-11,,0.0,0.0,,-13.25,,
Бодайбо,2018-07-12,,0.0,0.0,,-29.0,,
Бодайбо,2018-07-13,,0.0,0.0,,17.125,,
Бодайбо,2018-07-14,,0.0,0.0,,15.375,,
Бодайбо,2018-07-15,,0.0,0.0,,17.625,,
Бодайбо,2018-07-16,,0.0,0.0,,19.625,,
Бодайбо,2018-07-17,,0.0,0.0,,19.5,,
Бодайбо,2018-07-18,,0.0,0.0,,19.125,,
Бодайбо,2018-07-19,,0.0,0.0,,19.25,,
Бодайбо,2018-07-20,,0.0,0.0,,21.375,,
Бодайбо,2018-07-21,,0.0,0.0,,18.375,,
Бодайбо,2018-07-22,,0.0,0.0,,10.875,,
Бодайбо,2018-07-23,,0.0,0.0,,13.75,,
Бодайбо,2018-07-24,,0.0,0.0,,15.0,,
Бодайбо,2018-07-25,,0.0,0.0,,14.5,,
Бодайбо,2018-07-26,,0.0,0.0,,18.625,,
Бодайбо,2018-07-27,,0.0,0.0,,17.0,,
Бодайбо,2018-07-28,,0.0,0.0,,13.75,,
Бодайбо,2018-07-29,,0.0,0.0,,15.0,,
Бодайбо,2018-07-30,,0.0,0.0,,13.625,,
Бодайбо,2018-07-31,,0.0,0.0,,15.875,,
Бодайбо,2018-08-01,,0.0,0.0,,-23.5,,
Бодайбо,2018-08-02,,0.0,0.0,,-22.75,,
Бодайбо,2018-08-03,,0.0,0.0,,-20.25,,
Бодайбо,2018-08-04,,0.0,0.0,,-4.125,,
Бодайбо,2018-08-05,,0.0,0.0,,3.875,,
Бодайбо,2018-08-06,,0.0,0.0,,19.0,,
Бодайбо,2018-08-07,,0.0,0.0,,13.375,,
Бодайбо,2018-08-08,,0.0,0.0,,16.5,,
Бодайбо,2018-08-09,,0.0,0.0,,4.75,,
Бодайбо,2018-08-10,,0.0,0.0,,-2.25,,
Бодайбо,2018-08-11,,0.0,0.0,,-21.125,,
Бодайбо,2018-08-12,,0.0,0.0,,-30.5,,
Бодайбо,2018-08-13,,0.0,0.0,,17.125,,
Бодайбо,2018-08-14,,0.0,0.0,,19.0,,
Бодайбо,2018-08-15,,0.0,0.0,,19.0,,
Бодайбо,2018-08-16,,0.0,0.0,,16.25,,
Бодайбо,2018-08-17,,0.0,0.0,,14.0,,
Бодайбо,2018-08-18,,0.0,0.0,,14.75,,
Бодайбо,2018-08-19,,0.0,0.0,,15.25,,
Бодайбо,2018-08-20,,0.0,0.0,,16.75,,
Бодайбо,2018-08-21,,0.0,0.0,,17.375,,
Бодайбо,2018-08-22,,0.0,0.0,,15.75,,
Бодайбо,2018-08-23,,0.0,0.0,,17.0,,
Бодайбо,2018-08-24,,0.0,0.0,,18.0,,
Бодайбо,2018-08-25,,0.0,0.0,,16.25,,
Бодайбо,2018-08-26,,0.0,0.0,,14.875,,
Бодайбо,2018-08-27,,0.0,0.0,,13.625,,
Бодайбо,2018-08-28,,0.0,0.0,,13.875,,
Бодайбо,2018-08-29,,0.0,0.0,,14.625,,
Бодайбо,2018-08-30,,0.0,0.0,,16.5,,
Бодайбо,2018-08-31,,0.0,0.0,,15.714285714285714,,
Бодайбо,2018-09-01,,0.0,0.0,,-31.5,,
Бодайбо,2018-09-02,,0.0,0.0,,-29.375,,
Бодайбо,2018-09-03,,0.0,0.0,,-18.0,,
Бодайбо,2018-09-04,,0.0,0.0,,-0.625,,
Бодайбо,2018-09-05,,0.0,0.0,,4.5,,
Бодайбо,2018-09-06,,0.0,0.0,,17.25,,
Бодайбо,2018-09-07,,0.0,0.0,,18.0,,
Бодайбо,2018-09-08,,0.0,0.0,,16.0,,
Бодайбо,2018-09-09,,0.0,0.0,,4.875,,
Бодайбо,2018-09-10,,0.0,0.0,,1.5,,
Бодайбо,2018-09-11,,0.0,0.0,,-14.875,,
Бодайбо,2018-09-12,,0.0,0.0,,-37.375,,
Бодайбо,2018-09-13,,0.0,0.0,,9.0,,
Бодайбо,2018-09-14,,0.0,0.0,,5.25,,
Бодайбо,2018-09-15,,0.0,0.0,,5.5,,
Бодайбо,2018-09-16,,0.0,0.0,,6.125,,
Бодайбо,2018-09-17,,0.0,0.0,,9.25,,
Бодайбо,2018-09-18,,0.0,0.0,,8.25,,
Бодайбо,2018-09-19,,0.0,0.0,,6.75,,
Бодайбо,2018-09-20,,0.0,0.0,,6.0,,
Бодайбо,2018-09-21,,0.0,0.0,,5.875,,
Бодайбо,2018-09-22,,0.0,0.0,,4.375,,
Бодайбо,2018-09-23,,0.0,0.0,,4.125,,
Бодайбо,2018-09-24,,0.0,0.0,,4.25,,
Бодайбо,2018-09-25,,0.0,0.0,,4.75,,
Бодайбо,2018-09-26,,0.0,0.0,,6.125,,
Бодайбо,2018-09-27,,0.0,0.0,,8.0,,
Бодайбо,2018-09-28,,0.0,0.0,,7.75,,
Бодайбо,2018-09-29,,0.0,0.0,,6.5,,
Бодайбо,2018-09-30,,0.0,0.0,,5.375,,
Бодайбо,2018-10-01,,0.0,0.0,,-39.5,,
Бодайбо,2018-10-02,,0.0,0.0,,-29.75,,
Бодайбо,2018-10-03,,0.0,0.0,,-15.0,,
Бодайбо,2018-10-04,,0.0,0.0,,-1.5,,
Бодайбо,2018-10-05,,0.0,0.0,,4.125,,
Бодайбо,2018-10-06,,0.0,0.0,,17.25,,
Бодайбо,2018-10-07,,0.0,0.0,,19.25,,
Бодайбо,2018-10-08,,0.0,0.0,,14.0,,
Бодайбо,2018-10-09,,0.0,0.0,,6.875,,
Бодайбо,2018-10-10,,0.0,0.0,,0.875,,
Бодайбо,2018-10-11,,0.0,0.0,,-14.75,,
Бодайбо,2018-10-12,,0.0,0.0,,-35.875,,
Бодайбо,2018-10-13,,0.0,0.0,,-0.125,,
Бодайбо,2018-10-14,,0.0,0.0,,-2.75,,
Бодайбо,2018-10-15,,0.0,0.0,,-2.25,,
Бодайбо,2018-10-16,,0.0,0.0,,-2.125,,
Бодайбо,2018-10-17,,0.0,0.0,,-1.375,,
Бодайбо,2018-10-18,,0.0,0.0,,0.8571428571428571,,
Бодайбо,2018-10-19,,0.0,0.0,,-0.125,,
Бодайбо,2018-10-20,,0.0,0.0,,-1.75,,
Бодайбо,2018-10-21,,0.0,0.0,,-1.5,,
Бодайбо,2018-10-22,,0.0,0.0,,-0.125,,
Бодайбо,2018-10-23,,0.0,0.0,,-0.5,,
Бодайбо,2018-10-24,,0.0,0.0,,-0.125,,
Бодайбо,2018-10-25,,0.0,0.0,,-1.125,,
Бодайбо,2018-10-26,,0.0,0.0,,-2.5,,
Бодайбо,2018-10-27,,0.0,0.0,,-0.75,,
Бодайбо,2018-10-28,,0.0,0.0,,-2.875,,
Бодайбо,2018-10-29,,0.0,0.0,,-5.5,,
Бодайбо,2018-10-30,,0.0,0.0,,-6.25,,
Бодайбо,2018-10-31,,0.0,0.0,,-2.875,,
Бодайбо,2018-11-01,,0.0,0.0,,-30.25,,
Бодайбо,2018-11-02,,0.0,0.0,,-23.5,,
Бодайбо,2018-11-03,,0.0,0.0,,-13.75,,
Бодайбо,2018-11-04,,0.0,0.0,,-2.625,,
Бодайбо,2018-11-05,,0.0,0.0,,3.875,,
Бодайбо,2018-11-06,,0.0,0.0,,17.625,,
Бодайбо,2018-11-07,,0.0,0.0,,19.5,,
Бодайбо,2018-11-08,,0.0,0.0,,13.875,,
Бодайбо,2018-11-09,,0.0,0.0,,7.75,,
Бодайбо,2018-11-10,,0.0,0.0,,3.375,,
Бодайбо,2018-11-11,,0.0,0.0,,-14.125,,
Бодайбо,2018-11-12,,0.0,0.0,,-28.875,,
Бодайбо,2018-11-13,,0.0,0.0,,-17.5,,
Бодайбо,2018-11-14,,0.0,0.0,,-27.125,,
Бодайбо,2018-11-15,,0.0,0.0,,-25.25,,
Бодайбо,2018-11-16,,0.0,0.0,,-17.75,,
Бодайбо,2018-11-17,,0.0,0.0,,-18.625,,
Бодайбо,2018-11-18,,0.0,0.0,,-24.625,,
Бодайбо,2018-11-19,,0.0,0.0,,-32.25,,
Бодайбо,2018-11-20,,0.0,0.0,,-29.375,,
Бодайбо,2018-11-21,,0.0,0.0,,-30.25,,
Бодайбо,2018-11-22,,0.0,0.0,,-22.0,,
Бодайбо,2018-11-23,,0.0,0.0,,-16.5,,
Бодайбо,2018-11-24,,0.0,0.0,,-12.125,,
Бодайбо,2018-11-25,,0.0,0.0,,-15.75,,
Бодайбо,2018-11-26,,0.0,0.0,,-16.375,,
Бодайбо,2018-11-27,,0.0,0.0,,-20.25,,
Бодайбо,2018-11-28,,0.0,0.0,,-29.25,,
Бодайбо,2018-11-29,,0.0,0.0,,-34.875,,
Бодайбо,2018-11-30,,0.0,0.0,,-31.0,,
Бодайбо,2018-12-01,,0.0,0.0,,-25.375,,
Бодайбо,2018-12-02,,0.0,0.0,,-21.375,,
Бодайбо,2018-12-03,,0.0,0.0,,-13.875,,
Бодайбо,2018-12-04,,0.0,0.0,,-3.0,,
Бодайбо,2018-12-05,,0.0,0.0,,4.5,,
Бодайбо,2018-12-06,,0.0,0.0,,16.5,,
Бодайбо,2018-12-07,,0.0,0.0,,18.125,,
Бодайбо,2018-12-08,,0.0,0.0,,16.125,,
Бодайбо,2018-12-09,,0.0,0.0,,8.75,,
Бодайбо,2018-12-10,,0.0,0.0,,4.25,,
Бодайбо,2018-12-11,,0.0,0.0,,-12.25,,
Бодайбо,2018-12-12,,0.0,0.0,,-25.75,,
Бодайбо,2018-12-13,,0.0,0.0,,-22.0,,
Бодайбо,2018-12-14,,0.0,0.0,,-17.625,,
Бодайбо,2018-12-15,,0.0,0.0,,-16.125,,
Бодайбо,2018-12-16,,0.0,0.0,,-15.125,,
Бодайбо,2018-12-17,,0.0,0.0,,-19.75,,
Бодайбо,2018-12-18,,0.0,0.0,,-14.5,,
Бодайбо,2018-12-19,,0.0,0.0,,-16.375,,
Бодайбо,2018-12-20,,0.0,0.0,,-14.75,,
Бодайбо,2018-12-21,,0.0,0.0,,-19.0,,
Бодайбо,2018-12-22,,0.0,0.0,,-30.625,,
Бодайбо,2018-12-23,,0.0,0.0,,-29.125,,
Бодайбо,2018-12-24,,0.0,0.0,,-29.285714285714285,,
Бодайбо,2018-12-25,,0.0,0.0,,-37.5,,
Бодайбо,2018-12-26,,0.0,0.0,,-41.625,,
Бодайбо,2018-12-27,,0.0,0.0,,-38.25,,
Бодайбо,2018-12-28,,0.0,0.0,,-33.875,,
Бодайбо,2018-12-29,,0.0,0.0,,-29.125,,
Бодайбо,2018-12-30,,0.0,0.0,,-35.5,,
Бодайбо,2018-12-31,,0.0,0.0,,-34.875,,
Бодайбо,2019-01-01,,0.0,0.0,,-38.375,,
Бодайбо,2019-01-02,,0.0,0.0,,-34.125,,
Бодайбо,2019-01-03,,0.0,0.0,,-6.25,,
Бодайбо,2019-01-04,,0.0,0.0,,-5.5,,
Бодайбо,2019-01-05,,0.0,0.0,,7.125,,
Бодайбо,2019-01-06,,0.0,0.0,,12.75,,
Бодайбо,2019-01-07,,0.0,0.0,,20.0,,
